transID,value
NONHSAT163929.1,-219.5
NONHSAT030330.2,-273.3
NONHSAT030331.2,-274.5
NONHSAT162654.1,-227.9
NONHSAT162655.1,-160.9
NONHSAT231532.1,-322.4
NONHSAT030329.2,-96.5
NONHSAT030326.2,-330.07
NONHSAT030325.2,-105.4
NONHSAT030324.2,-146.17
NONHSAT030319.2,-72.6
NONHSAT162652.1,-733
NONHSAT030318.2,-170.5
NONHSAT030316.2,-136.8
NONHSAT030315.2,-324.9
NONHSAT030317.2,-124.9
NONHSAT030313.2,-833.2
NONHSAT030312.2,-172.2
NONHSAT030307.2,-193.8
NONHSAT030309.2,-134.9
NONHSAT163925.1,-407.2
NONHSAT030305.2,-73.4
NONHSAT030299.2,-70.5
NONHSAT030292.2,-151.1
NONHSAT162649.1,-306.7
NONHSAT162650.1,-275.8
NONHSAT030287.2,-97
NONHSAT030288.2,-129.5
NONHSAT163924.1,-249.1
NONHSAT030284.2,-261.8
NONHSAT162648.1,-383.1
NONHSAT030280.2,-79.24
NONHSAT030277.2,-66.9
NONHSAT163922.1,-238.4
NONHSAT030270.2,-314.5
NONHSAT162646.1,-337.4
NONHSAT030268.2,-150
NONHSAT030267.2,-100.6
NONHSAT030251.2,-285.4
NONHSAT030179.2,-1100.9
NONHSAT030180.2,-960.4
NONHSAT030187.2,-913.4
NONHSAT030201.2,-452.1
NONHSAT030208.2,-931.4
NONHSAT030209.2,-1103.3
NONHSAT030210.2,-959.88
NONHSAT030211.2,-772.8
NONHSAT030212.2,-837.08
NONHSAT030223.2,-395.7
NONHSAT030224.2,-363.68
NONHSAT030231.2,-135.2
NONHSAT030239.2,-442.2
NONHSAT030240.2,-292.5
NONHSAT030242.2,-257.3
NONHSAT030243.2,-118.9
NONHSAT030249.2,-846.4
NONHSAT232352.1,-83.4
NONHSAT030178.2,-501.2
NONHSAT030177.2,-95.1
NONHSAT162640.1,-1265.6
NONHSAT030176.2,-66.6
NONHSAT163911.1,-403.6
NONHSAT030173.2,-336.1
NONHSAT030172.2,-554.8
NONHSAT030168.2,-390.1
NONHSAT030167.2,-262.9
NONHSAT030164.2,-271.5
NONHSAT030162.2,-139.7
NONHSAT030160.2,-94.3
NONHSAT030153.2,-74.9
NONHSAT030150.2,-166.5
NONHSAT030149.2,-114.7
NONHSAT030148.2,-91.5
NONHSAT030144.2,-159.7
NONHSAT030138.2,-1082.38
NONHSAT030139.2,-505.6
NONHSAT030141.2,-366.6
NONHSAT232348.1,-1155.38
NONHSAT232349.1,-618.18
NONHSAT030121.2,-108.5
NONHSAT030122.2,-139.1
NONHSAT030123.2,-109.5
NONHSAT030124.2,-113.2
NONHSAT030125.2,-84.3
NONHSAT030126.2,-53.2
NONHSAT030127.2,-131
NONHSAT030128.2,-114.7
NONHSAT030129.2,-138.7
NONHSAT030130.2,-107
NONHSAT163907.1,-480.6
NONHSAT030117.2,-135.3
NONHSAT030108.2,-124.6
NONHSAT030109.2,-178.9
NONHSAT162629.1,-193.8
NONHSAT030107.2,-439.8
NONHSAT030111.2,-740.7
NONHSAT030112.2,-189.2
NONHSAT030114.2,-145.6
NONHSAT163896.1,-120.8
NONHSAT163898.1,-104.7
NONHSAT030087.2,-170.4
NONHSAT030086.2,-101.2
NONHSAT163884.1,-126.2
NONHSAT163885.1,-87.2
NONHSAT030076.2,-37.2
NONHSAT030072.2,-89.5
NONHSAT030071.2,-89.6
NONHSAT030070.2,-85.3
NONHSAT030065.2,-144.2
NONHSAT030063.2,-147.3
NONHSAT030061.2,-134.3
NONHSAT162616.1,-95.8
NONHSAT030057.2,-96.1
NONHSAT162613.1,-55.6
NONHSAT030056.2,-156.8
NONHSAT030053.2,-258.1
NONHSAT030054.2,-159.9
NONHSAT162611.1,-64.1
NONHSAT231499.1,-684.7
NONHSAT231500.1,-333.9
NONHSAT231501.1,-284.3
NONHSAT231502.1,-871.2
NONHSAT030041.2,-71.7
NONHSAT030040.2,-124.2
NONHSAT030042.2,-175.7
NONHSAT030043.2,-115.9
NONHSAT232334.1,-120.7
NONHSAT232335.1,-126.8
NONHSAT030038.2,-532.4
NONHSAT030036.2,-39.1
NONHSAT163873.1,-366.5
NONHSAT030026.2,-107.9
NONHSAT030027.2,-84
NONHSAT163872.1,-44.9
NONHSAT030025.2,-88.1
NONHSAT030018.2,-124
NONHSAT030016.2,-151.6
NONHSAT030005.2,-358.1
NONHSAT163866.1,-310.9
NONHSAT029990.2,-51.5
NONHSAT029987.2,-12.5
NONHSAT029986.2,-121.8
NONHSAT029984.2,-102.3
NONHSAT029983.2,-797.2
NONHSAT231491.1,-732.9
NONHSAT231492.1,-426.1
NONHSAT029980.2,-102.4
NONHSAT029977.2,-108.2
NONHSAT163862.1,-228.41
NONHSAT029976.2,-138.5
NONHSAT029973.2,-92.2
NONHSAT029974.2,-116.8
NONHSAT029972.2,-75.8
NONHSAT029971.2,-777.8
NONHSAT029970.2,-173.9
NONHSAT029968.2,-207.1
NONHSAT162592.1,-266.3
NONHSAT029964.2,-472
NONHSAT029961.2,-421.7
NONHSAT163856.1,-176.1
NONHSAT232320.1,-294.6
NONHSAT232321.1,-292.5
NONHSAT029960.2,-626.3
NONHSAT029957.2,-172.44
NONHSAT029953.2,-1165.9
NONHSAT029954.2,-547.2
NONHSAT029955.2,-94.2
NONHSAT029956.2,-157
NONHSAT029958.2,-220.6
NONHSAT029959.2,-110.5
NONHSAT163854.1,-540.8
NONHSAT232309.1,-384.4
NONHSAT232310.1,-154.9
NONHSAT232312.1,-1179
NONHSAT232313.1,-651.2
NONHSAT232314.1,-670.8
NONHSAT232315.1,-536.7
NONHSAT232316.1,-498.6
NONHSAT232318.1,-488.3
NONHSAT029945.2,-371.2
NONHSAT029943.2,-32.5
NONHSAT029942.2,-175.8
NONHSAT029941.2,-333.2
NONHSAT029940.2,-79.2
NONHSAT029939.2,-191
NONHSAT029933.2,-1002.7
NONHSAT231486.1,-360.5
NONHSAT029932.2,-307.1
NONHSAT029927.2,-357.1
NONHSAT029928.2,-254.8
NONHSAT029924.2,-324.1
NONHSAT029923.2,-442.5
NONHSAT029914.2,-171.1
NONHSAT029915.2,-174.2
NONHSAT029916.2,-220.6
NONHSAT029918.2,-600.9
NONHSAT162587.1,-167.5
NONHSAT029907.2,-135.7
NONHSAT029909.2,-177.2
NONHSAT029920.2,-725
NONHSAT029921.2,-204.4
NONHSAT029922.2,-45.4
NONHSAT029929.2,-235
NONHSAT029935.2,-258.9
NONHSAT029936.2,-129
NONHSAT029937.2,-99.7
NONHSAT163850.1,-47.8
NONHSAT029904.2,-50.3
NONHSAT029901.2,-315.5
NONHSAT029903.2,-268
NONHSAT029905.2,-262.8
NONHSAT029906.2,-181.5
NONHSAT029908.2,-288.9
NONHSAT162585.1,-82.6
NONHSAT163848.1,-191.6
NONHSAT029895.2,-309.6
NONHSAT029896.2,-365.8
NONHSAT162581.1,-126.1
NONHSAT029888.2,-550.6
NONHSAT029891.2,-485
NONHSAT029892.2,-69.3
NONHSAT029882.2,-99.9
NONHSAT029883.2,-111.7
NONHSAT163838.1,-247.1
NONHSAT163839.1,-77.8
NONHSAT029877.2,-652.1
NONHSAT029878.2,-262.9
NONHSAT162575.1,-918.87
NONHSAT162578.1,-185.4
NONHSAT231466.1,-785.24
NONHSAT231467.1,-791.94
NONHSAT231469.1,-414.1
NONHSAT231470.1,-287.6
NONHSAT231471.1,-538.8
NONHSAT231473.1,-380
NONHSAT231474.1,-85.44
NONHSAT231475.1,-98.5
NONHSAT231476.1,-308.6
NONHSAT029872.2,-62.6
NONHSAT163834.1,-97
NONHSAT163836.1,-52
NONHSAT232295.1,-585.1
NONHSAT232296.1,-585.3
NONHSAT232297.1,-590.3
NONHSAT232298.1,-342.2
NONHSAT232299.1,-353.1
NONHSAT232300.1,-108.3
NONHSAT232301.1,-125.8
NONHSAT232302.1,-117
NONHSAT232303.1,-144.8
NONHSAT232304.1,-104.4
NONHSAT029868.2,-255.67
NONHSAT029867.2,-286.6
NONHSAT162573.1,-78.5
NONHSAT029864.2,-225.4
NONHSAT029865.2,-56.1
NONHSAT231465.1,-157.1
NONHSAT029859.2,-190.5
NONHSAT029857.2,-72.1
NONHSAT029858.2,-210.3
NONHSAT162560.1,-72.1
NONHSAT162561.1,-156.6
NONHSAT029852.2,-381.9
NONHSAT029854.2,-384.7
NONHSAT029850.2,-310.5
NONHSAT029846.2,-55.6
NONHSAT029844.2,-113.5
NONHSAT029845.2,-110.5
NONHSAT162547.1,-145.7
NONHSAT029840.2,-185.6
NONHSAT029841.2,-150.7
NONHSAT029842.2,-136
NONHSAT029843.2,-53.6
NONHSAT162546.1,-92.5
NONHSAT231459.1,-717.2
NONHSAT231460.1,-628.9
NONHSAT231461.1,-785.2
NONHSAT231462.1,-707.6
NONHSAT231463.1,-768
NONHSAT029834.2,-81.8
NONHSAT029835.2,-57.54
NONHSAT162539.1,-57.44
NONHSAT029832.2,-115.8
NONHSAT029827.2,-1223.7
NONHSAT231444.1,-905.5
NONHSAT231445.1,-1006.5
NONHSAT029823.2,-237.4
NONHSAT029824.2,-95.6
NONHSAT029816.2,-507.3
NONHSAT029822.2,-367.2
NONHSAT162536.1,-53.2
NONHSAT231422.1,-87.5
NONHSAT231429.1,-214.6
NONHSAT231432.1,-230.3
NONHSAT231433.1,-279.1
NONHSAT231434.1,-988.6
NONHSAT231439.1,-837.8
NONHSAT231442.1,-486.63
NONHSAT231443.1,-176
NONHSAT029821.2,-83.2
NONHSAT029820.2,-466.3
NONHSAT029800.2,-796.5
NONHSAT029802.2,-158.9
NONHSAT029803.2,-73.5
NONHSAT163808.1,-682.5
NONHSAT163809.1,-73.8
NONHSAT029801.2,-46.4
NONHSAT029797.2,-145.8
NONHSAT029798.2,-45.9
NONHSAT163806.1,-228
NONHSAT163807.1,-157.9
NONHSAT029789.2,-96.9
NONHSAT029790.2,-42.3
NONHSAT163804.1,-151.9
NONHSAT029787.2,-181.9
NONHSAT029786.2,-560.5
NONHSAT162518.1,-184.8
NONHSAT029775.2,-166.9
NONHSAT029770.2,-113.9
NONHSAT029771.2,-68.1
NONHSAT163800.1,-190.6
NONHSAT163801.1,-60.5
NONHSAT163802.1,-52.1
NONHSAT029769.2,-111.4
NONHSAT029761.2,-167.9
NONHSAT029765.2,-105.4
NONHSAT029766.2,-124.3
NONHSAT029758.2,-239
NONHSAT029743.2,-130.6
NONHSAT029744.2,-51.5
NONHSAT162501.1,-169.4
NONHSAT231401.1,-250.9
NONHSAT029740.2,-277
NONHSAT029738.2,-337.4
NONHSAT029736.2,-134.4
NONHSAT029737.2,-80.8
NONHSAT029733.2,-591.7
NONHSAT163781.1,-626.7
NONHSAT029724.2,-813.7
NONHSAT029720.2,-131.7
NONHSAT029716.2,-133.9
NONHSAT029712.2,-85.1
NONHSAT163777.1,-85.1
NONHSAT029710.2,-337.2
NONHSAT029707.2,-348
NONHSAT029704.2,-325
NONHSAT029705.2,-160
NONHSAT029692.2,-95.2
NONHSAT029693.2,-274
NONHSAT029694.2,-129
NONHSAT029695.2,-237.2
NONHSAT029696.2,-178.1
NONHSAT029697.2,-166.5
NONHSAT029698.2,-210.1
NONHSAT029699.2,-169.8
NONHSAT029700.2,-183.3
NONHSAT029701.2,-183.8
NONHSAT029702.2,-88.1
NONHSAT029703.2,-96
NONHSAT162489.1,-294.1
NONHSAT029689.2,-93.5
NONHSAT029688.2,-217.1
NONHSAT163773.1,-72.5
NONHSAT163774.1,-139.3
NONHSAT029685.2,-174.9
NONHSAT029682.2,-775.3
NONHSAT029678.2,-388.8
NONHSAT029679.2,-328.3
NONHSAT029680.2,-278.9
NONHSAT029681.2,-103.3
NONHSAT162484.1,-157.4
NONHSAT162485.1,-172.3
NONHSAT162486.1,-373.9
NONHSAT231396.1,-145.9
NONHSAT029676.2,-183.2
NONHSAT029675.2,-144.9
NONHSAT029672.2,-128
NONHSAT029670.2,-59.6
NONHSAT231389.1,-107.4
NONHSAT231390.1,-85.4
NONHSAT029663.2,-146.9
NONHSAT163768.1,-131.8
NONHSAT232258.1,-168.2
NONHSAT232259.1,-97.58
NONHSAT029656.2,-138.2
NONHSAT029653.2,-100.2
NONHSAT232255.1,-270.5
NONHSAT029648.2,-211.1
NONHSAT029649.2,-138.8
NONHSAT029650.2,-133.2
NONHSAT029647.2,-101.2
NONHSAT029639.2,-131.4
NONHSAT029641.2,-415.5
NONHSAT029642.2,-121.8
NONHSAT029638.2,-177.3
NONHSAT162474.1,-227.4
NONHSAT162475.1,-218.3
NONHSAT029636.2,-79.6
NONHSAT029633.2,-401.7
NONHSAT162466.1,-41.8
NONHSAT029632.2,-124
NONHSAT029634.2,-81.2
NONHSAT029631.2,-202.8
NONHSAT029630.2,-140
NONHSAT163762.1,-140.4
NONHSAT029626.2,-126
NONHSAT029627.2,-158.4
NONHSAT029628.2,-96.9
NONHSAT029629.2,-198.5
NONHSAT162465.1,-173.4
NONHSAT029625.2,-302.9
NONHSAT163760.1,-307.7
NONHSAT163761.1,-138.1
NONHSAT029623.2,-140
NONHSAT029609.2,-179.1
NONHSAT029610.2,-148.6
NONHSAT029612.2,-100.4
NONHSAT029614.2,-122.6
NONHSAT029615.2,-199
NONHSAT029616.2,-178
NONHSAT029617.2,-99.3
NONHSAT029618.2,-140.4
NONHSAT162464.1,-257.8
NONHSAT231377.1,-261.5
NONHSAT029607.2,-201.5
NONHSAT163758.1,-186.2
NONHSAT029605.2,-71.12
NONHSAT029606.2,-60.1
NONHSAT163756.1,-71
NONHSAT163757.1,-33.6
NONHSAT029598.2,-145.3
NONHSAT231374.1,-619.8
NONHSAT029594.2,-196
NONHSAT029588.2,-189.2
NONHSAT029586.2,-270.6
NONHSAT029580.2,-75
NONHSAT029581.2,-110.4
NONHSAT029583.2,-152.8
NONHSAT029584.2,-260.5
NONHSAT029576.2,-104
NONHSAT029575.2,-53.2
NONHSAT029571.2,-454.4
NONHSAT232247.1,-50.8
NONHSAT029556.2,-134.5
NONHSAT029552.2,-249.5
NONHSAT231365.1,-584.3
NONHSAT231366.1,-200.9
NONHSAT029550.2,-84.5
NONHSAT029551.2,-81.9
NONHSAT162452.1,-217.8
NONHSAT029548.2,-71.1
NONHSAT029546.2,-91.9
NONHSAT029545.2,-82.3
NONHSAT029536.2,-257.5
NONHSAT029541.2,-54.4
NONHSAT029543.2,-213.2
NONHSAT163748.1,-46.5
NONHSAT163749.1,-195.8
NONHSAT163750.1,-83.1
NONHSAT232245.1,-332
NONHSAT029538.2,-311
NONHSAT162451.1,-172.4
NONHSAT029537.2,-446.9
NONHSAT029535.2,-353
NONHSAT029530.2,-236.3
NONHSAT163746.1,-151.8
NONHSAT029520.2,-399.7
NONHSAT029521.2,-130.3
NONHSAT029522.2,-247
NONHSAT029523.2,-343.4
NONHSAT029524.2,-125.9
NONHSAT029525.2,-201.9
NONHSAT029527.2,-108.6
NONHSAT162444.1,-179.7
NONHSAT162445.1,-99.1
NONHSAT162446.1,-104.4
NONHSAT029515.2,-149.2
NONHSAT029516.2,-192.4
NONHSAT029517.2,-642.4
NONHSAT029518.2,-94.6
NONHSAT162441.1,-189.7
NONHSAT029512.2,-173.3
NONHSAT029510.2,-128.3
NONHSAT029496.2,-261.2
NONHSAT029498.2,-374.9
NONHSAT029499.2,-201.4
NONHSAT029500.2,-121.1
NONHSAT029505.2,-159.2
NONHSAT029506.2,-201.8
NONHSAT029507.2,-320.5
NONHSAT029508.2,-39.8
NONHSAT163737.1,-395.9
NONHSAT163738.1,-560.6
NONHSAT163739.1,-95.1
NONHSAT163741.1,-80.2
NONHSAT163742.1,-41.1
NONHSAT232239.1,-628.6
NONHSAT232240.1,-383.3
NONHSAT232241.1,-405.4
NONHSAT232242.1,-841.1
NONHSAT232243.1,-452.2
NONHSAT232244.1,-216.3
NONHSAT029497.2,-501.3
NONHSAT029495.2,-140.5
NONHSAT029492.2,-69.6
NONHSAT029493.2,-50.9
NONHSAT162432.1,-50.3
NONHSAT029490.2,-118.9
NONHSAT029488.2,-112.8
NONHSAT029487.2,-143
NONHSAT029486.2,-325.37
NONHSAT029482.2,-209.1
NONHSAT029483.2,-158.6
NONHSAT029484.2,-59.1
NONHSAT029485.2,-52.9
NONHSAT029481.2,-94.3
NONHSAT162429.1,-111.6
NONHSAT029476.2,-74.5
NONHSAT029475.2,-32.6
NONHSAT029473.2,-183.9
NONHSAT029464.2,-454.6
NONHSAT029458.2,-1373.9
NONHSAT029460.2,-630.4
NONHSAT029461.2,-360.5
NONHSAT029463.2,-216.3
NONHSAT029467.2,-155.7
NONHSAT163734.1,-1127.6
NONHSAT232237.1,-814.5
NONHSAT029455.2,-222
NONHSAT162425.1,-234.4
NONHSAT029449.2,-334.2
NONHSAT029448.2,-325
NONHSAT162423.1,-376.9
NONHSAT029444.2,-147.8
NONHSAT029434.2,-152.2
NONHSAT029429.2,-96.8
NONHSAT163727.1,-184.2
NONHSAT163729.1,-46
NONHSAT029428.2,-132.9
NONHSAT163728.1,-56.1
NONHSAT029427.2,-109.9
NONHSAT163726.1,-844.6
NONHSAT232222.1,-266.6
NONHSAT029413.2,-175.4
NONHSAT029415.2,-204.5
NONHSAT029416.2,-161.3
NONHSAT029417.2,-156.7
NONHSAT029418.2,-166.6
NONHSAT029420.2,-169.2
NONHSAT029422.2,-122.9
NONHSAT162413.1,-55.1
NONHSAT162414.1,-197.9
NONHSAT162415.1,-82.8
NONHSAT231350.1,-614.8
NONHSAT231351.1,-619.4
NONHSAT231352.1,-560.5
NONHSAT231353.1,-560.6
NONHSAT231354.1,-811.5
NONHSAT231355.1,-68.7
NONHSAT231356.1,-86.7
NONHSAT231359.1,-183.2
NONHSAT231360.1,-106.8
NONHSAT029412.2,-256.8
NONHSAT029410.2,-685.4
NONHSAT029388.2,-183.8
NONHSAT029393.2,-148.1
NONHSAT029394.2,-179.1
NONHSAT029395.2,-33.4
NONHSAT163724.1,-136
NONHSAT232217.1,-544.5
NONHSAT232218.1,-744.5
NONHSAT232219.1,-604.8
NONHSAT029392.2,-59.4
NONHSAT029391.2,-193.78
NONHSAT231346.1,-148.2
NONHSAT231347.1,-688.7
NONHSAT231348.1,-317.35
NONHSAT029389.2,-122.4
NONHSAT029387.2,-52.4
NONHSAT162407.1,-122
NONHSAT029378.2,-132.47
NONHSAT029379.2,-124.47
NONHSAT029380.2,-103.47
NONHSAT029381.2,-615.97
NONHSAT029382.2,-183.67
NONHSAT029383.2,-164.67
NONHSAT163718.1,-771.27
NONHSAT029376.2,-317.7
NONHSAT029374.2,-66
NONHSAT029369.2,-67.7
NONHSAT029367.2,-110.3
NONHSAT162406.1,-51.8
NONHSAT029366.2,-146
NONHSAT029365.2,-78.3
NONHSAT029360.2,-118.4
NONHSAT029361.2,-149.7
NONHSAT163714.1,-197.5
NONHSAT163716.1,-134.3
NONHSAT163717.1,-250.1
NONHSAT029359.2,-257.8
NONHSAT029355.2,-229.4
NONHSAT029351.2,-59.2
NONHSAT029344.2,-87.5
NONHSAT162393.1,-531
NONHSAT029343.2,-190.5
NONHSAT029342.2,-88.3
NONHSAT029336.2,-140.5
NONHSAT029335.2,-221.4
NONHSAT162384.1,-473.3
NONHSAT029324.2,-143.8
NONHSAT029321.2,-420.1
NONHSAT029322.2,-604.65
NONHSAT029323.2,-419
NONHSAT029325.2,-156.1
NONHSAT029326.2,-206.2
NONHSAT163709.1,-768.97
NONHSAT232209.1,-719.45
NONHSAT029316.2,-69
NONHSAT029303.2,-506.2
NONHSAT029299.2,-100.9
NONHSAT162385.1,-109.4
NONHSAT029294.2,-260
NONHSAT029295.2,-215.3
NONHSAT029296.2,-178.6
NONHSAT029297.2,-135.9
NONHSAT029300.2,-552
NONHSAT029301.2,-134.5
NONHSAT029302.2,-244.6
NONHSAT029304.2,-143.8
NONHSAT029305.2,-155.3
NONHSAT029307.2,-131.2
NONHSAT029308.2,-233.7
NONHSAT029309.2,-107.4
NONHSAT029310.2,-127
NONHSAT029312.2,-150.9
NONHSAT163702.1,-766.1
NONHSAT163705.1,-74.4
NONHSAT232202.1,-577.8
NONHSAT232203.1,-145.3
NONHSAT232204.1,-401.7
NONHSAT232205.1,-208.9
NONHSAT163701.1,-171.7
NONHSAT029288.2,-198.2
NONHSAT029287.2,-86.1
NONHSAT029285.2,-178.5
NONHSAT029276.2,-265.2
NONHSAT029277.2,-458
NONHSAT029278.2,-492.3
NONHSAT029279.2,-127.5
NONHSAT029281.2,-420.1
NONHSAT162382.1,-551
NONHSAT029269.2,-140.7
NONHSAT029270.2,-124.3
NONHSAT029271.2,-190.1
NONHSAT029272.2,-184.1
NONHSAT029273.2,-578.9
NONHSAT029274.2,-576.6
NONHSAT162381.1,-512.6
NONHSAT029267.2,-847
NONHSAT163696.1,-847.1
NONHSAT029264.2,-179.1
NONHSAT162373.1,-76
NONHSAT162374.1,-161.78
NONHSAT029262.2,-179.2
NONHSAT029259.2,-134.8
NONHSAT029260.2,-70.9
NONHSAT163690.1,-139.4
NONHSAT029257.2,-144.7
NONHSAT029258.2,-494.1
NONHSAT162366.1,-647.4
NONHSAT029253.2,-210.7
NONHSAT029254.2,-147
NONHSAT029255.2,-146.6
NONHSAT163689.1,-270.9
NONHSAT029250.2,-123
NONHSAT162364.1,-121.6
NONHSAT029248.2,-387.9
NONHSAT162362.1,-732.8
NONHSAT029243.2,-366.4
NONHSAT163687.1,-101.5
NONHSAT029237.2,-67.3
NONHSAT029236.2,-169.5
NONHSAT029238.2,-106
NONHSAT029239.2,-76
NONHSAT029240.2,-102.4
NONHSAT029241.2,-106.1
NONHSAT163685.1,-81
NONHSAT029232.2,-452.1
NONHSAT029227.2,-88.8
NONHSAT029226.2,-135.2
NONHSAT163682.1,-136
NONHSAT029225.2,-675
NONHSAT029219.2,-274.3
NONHSAT162351.1,-275.2
NONHSAT231327.1,-255.4
NONHSAT231328.1,-1104.6
NONHSAT029217.2,-221.2
NONHSAT029216.2,-75.5
NONHSAT163677.1,-77.9
NONHSAT029215.2,-46.1
NONHSAT029211.2,-86.9
NONHSAT029208.2,-138.3
NONHSAT029206.2,-335.4
NONHSAT029201.2,-141.1
NONHSAT029202.2,-135.4
NONHSAT029196.2,-93.2
NONHSAT162341.1,-245.9
NONHSAT162342.1,-534.2
NONHSAT029187.2,-268.6
NONHSAT029188.2,-209.6
NONHSAT029190.2,-151.1
NONHSAT029191.2,-226
NONHSAT029192.2,-436.2
NONHSAT029193.2,-216.1
NONHSAT029194.2,-265.3
NONHSAT029199.2,-914.1
NONHSAT029200.2,-262.9
NONHSAT029203.2,-125.4
NONHSAT163670.1,-641.8
NONHSAT232167.1,-192
NONHSAT232168.1,-672.4
NONHSAT232173.1,-251
NONHSAT029185.2,-964.7
NONHSAT162336.1,-963.5
NONHSAT029171.2,-290.8
NONHSAT029172.2,-938.2
NONHSAT029173.2,-156.7
NONHSAT029176.2,-319.4
NONHSAT162333.1,-66.7
NONHSAT231320.1,-153.2
NONHSAT231321.1,-383.9
NONHSAT231322.1,-420.6
NONHSAT231323.1,-408.9
NONHSAT029174.2,-96.4
NONHSAT029170.2,-186.8
NONHSAT029166.2,-194.3
NONHSAT231318.1,-191.9
NONHSAT231319.1,-814.3
NONHSAT029161.2,-320.2
NONHSAT029160.2,-76.6
NONHSAT029159.2,-205.7
NONHSAT029158.2,-105
NONHSAT162332.1,-104.5
NONHSAT029154.2,-58.8
NONHSAT163664.1,-58.8
NONHSAT029151.2,-179.2
NONHSAT163660.1,-178.4
NONHSAT163661.1,-194.6
NONHSAT029147.2,-525.4
NONHSAT232161.1,-439.2
NONHSAT029138.2,-84.5
NONHSAT029134.2,-110.9
NONHSAT029132.2,-449.4
NONHSAT029140.2,-349.7
NONHSAT029142.2,-192.6
NONHSAT029143.2,-198.3
NONHSAT029144.2,-394.7
NONHSAT029145.2,-396.3
NONHSAT029146.2,-127.5
NONHSAT029130.2,-171.67
NONHSAT029129.2,-110.3
NONHSAT163659.1,-110.3
NONHSAT029128.2,-149.4
NONHSAT163658.1,-152.17
NONHSAT029127.2,-72.6
NONHSAT029126.2,-434.3
NONHSAT029125.2,-325.2
NONHSAT029124.2,-129.4
NONHSAT029123.2,-77.37
NONHSAT029120.2,-128.2
NONHSAT029121.2,-211.6
NONHSAT029116.2,-184.2
NONHSAT029112.2,-72.5
NONHSAT029109.2,-788.82
NONHSAT029110.2,-109.9
NONHSAT163655.1,-788.82
NONHSAT029107.2,-88.7
NONHSAT029106.2,-52.4
NONHSAT029104.2,-120.3
NONHSAT163654.1,-754.6
NONHSAT029099.2,-111.8
NONHSAT029092.2,-549.4
NONHSAT162320.1,-96.4
NONHSAT029086.2,-189.1
NONHSAT029075.2,-396.9
NONHSAT163651.1,-203.4
NONHSAT029071.2,-121.4
NONHSAT163650.1,-605.4
NONHSAT029068.2,-216.6
NONHSAT029067.2,-111.9
NONHSAT029060.2,-81
NONHSAT029058.2,-206.6
NONHSAT029055.2,-66.5
NONHSAT029045.2,-451.3
NONHSAT029043.2,-67.5
NONHSAT162307.1,-51.8
NONHSAT231306.1,-211.2
NONHSAT231307.1,-857.9
NONHSAT231308.1,-977.4
NONHSAT231309.1,-57.8
NONHSAT029037.2,-146.7
NONHSAT029028.2,-628.7
NONHSAT029027.2,-114.6
NONHSAT029031.2,-84.4
NONHSAT029032.2,-57.8
NONHSAT162296.1,-381.8
NONHSAT162297.1,-145.1
NONHSAT162299.1,-269.3
NONHSAT162300.1,-212.5
NONHSAT162301.1,-48.2
NONHSAT029025.2,-495.4
NONHSAT029030.2,-154.2
NONHSAT162288.1,-1124.34
NONHSAT162289.1,-731
NONHSAT029016.2,-166.4
NONHSAT029015.2,-98.1
NONHSAT163636.1,-98.1
NONHSAT029014.2,-89.4
NONHSAT029013.2,-125.4
NONHSAT162287.1,-297.3
NONHSAT028992.2,-500.5
NONHSAT028993.2,-306.5
NONHSAT028994.2,-207.3
NONHSAT028995.2,-67.8
NONHSAT028996.2,-173.1
NONHSAT029000.2,-185.5
NONHSAT029004.2,-262
NONHSAT029005.2,-190.1
NONHSAT232152.1,-400.9
NONHSAT232153.1,-565.2
NONHSAT232154.1,-186.5
NONHSAT232155.1,-171
NONHSAT232156.1,-530.9
NONHSAT232157.1,-728.37
NONHSAT028989.2,-1180.5
NONHSAT028990.2,-137.5
NONHSAT232149.1,-860.1
NONHSAT232150.1,-122.9
NONHSAT232151.1,-438.3
NONHSAT028986.2,-190.9
NONHSAT028987.2,-483.4
NONHSAT162286.1,-75.12
NONHSAT028976.2,-143.2
NONHSAT028974.2,-129.5
NONHSAT028965.2,-221
NONHSAT028956.2,-233
NONHSAT028957.2,-747.6
NONHSAT028952.2,-243.8
NONHSAT028947.2,-480.9
NONHSAT028940.2,-840
NONHSAT028941.2,-807.7
NONHSAT028943.2,-153
NONHSAT028945.2,-1006.6
NONHSAT163632.1,-839.6
NONHSAT163633.1,-63.4
NONHSAT163634.1,-1007.4
NONHSAT028939.2,-455.9
NONHSAT162284.1,-383.3
NONHSAT028938.2,-563.2
NONHSAT028931.2,-347.9
NONHSAT028932.2,-154.1
NONHSAT162281.1,-413.3
NONHSAT162282.1,-384.1
NONHSAT162283.1,-396.3
NONHSAT028928.2,-157.7
NONHSAT162280.1,-236.4
NONHSAT028910.2,-273.1
NONHSAT231298.1,-398
NONHSAT028907.2,-61.8
NONHSAT232146.1,-121.1
NONHSAT028897.2,-857.6
NONHSAT163625.1,-359.7
NONHSAT163626.1,-332.9
NONHSAT163627.1,-450.6
NONHSAT162279.1,-218.1
NONHSAT028890.2,-138.9
NONHSAT028884.2,-69.2
NONHSAT162278.1,-318
NONHSAT028880.2,-204.3
NONHSAT028881.2,-110.2
NONHSAT028868.2,-383.5
NONHSAT028869.2,-379.7
NONHSAT028870.2,-345.3
NONHSAT028871.2,-242.97
