transID,eng
NONMMUT048703.2,-259
NONMMUT048702.2,-506.9
NONMMUT048701.2,-527.6
NONMMUT048700.2,-947
NONMMUT048699.2,-851.9
NONMMUT048698.2,-405.8
NONMMUT048697.2,-285.8
NONMMUT048695.2,-268.1
NONMMUT048691.2,-441.1
NONMMUT048690.2,-369.94
NONMMUT048689.2,-156
NONMMUT048688.2,-925.6
NONMMUT048687.2,-709.2
NONMMUT048683.2,-825.7
NONMMUT048668.2,-660.8
NONMMUT048667.2,-583.3
NONMMUT048665.2,-710.4
NONMMUT048651.2,-204.5
NONMMUT048649.2,-469.5
NONMMUT048646.2,-652.6
NONMMUT048645.2,-321.4
NONMMUT048640.2,-140.7
NONMMUT048639.2,-101.2
NONMMUT048637.2,-1140.3
NONMMUT048633.2,-692.9
NONMMUT048634.2,-355.2
NONMMUT048627.2,-308.1
NONMMUT048623.2,-188.3
NONMMUT048622.2,-624.9
NONMMUT115426.1,-376.4
NONMMUT115427.1,-79
NONMMUT115428.1,-291.1
NONMMUT048620.2,-587.5
NONMMUT048621.2,-196.4
NONMMUT048619.2,-604.2
NONMMUT048617.2,-756.2
NONMMUT048616.2,-956.9
NONMMUT048604.2,-550.7
NONMMUT048602.2,-186.8
NONMMUT048593.2,-1208.5
NONMMUT048591.2,-373.1
NONMMUT048584.2,-661.8
NONMMUT115410.1,-372.9
NONMMUT048579.2,-1250.4
NONMMUT048575.2,-639.4
NONMMUT048570.2,-997.7
NONMMUT048569.2,-741.1
NONMMUT048560.2,-757.3
NONMMUT048534.2,-146.3
NONMMUT048535.2,-186.3
NONMMUT048536.2,-322.8
NONMMUT048537.2,-242.6
NONMMUT048538.2,-198.8
NONMMUT048539.2,-137.3
NONMMUT117107.1,-262.7
NONMMUT117108.1,-322.1
NONMMUT048523.2,-1582.24
NONMMUT048517.2,-608.8
NONMMUT048510.2,-569.7
NONMMUT048505.2,-604.3
NONMMUT048504.2,-395.8
NONMMUT048490.2,-309.3
NONMMUT048483.2,-904.8
NONMMUT048480.2,-471.9
NONMMUT048478.2,-270
NONMMUT048477.2,-752.3
NONMMUT048475.2,-402.8
NONMMUT048476.2,-199.7
NONMMUT117090.1,-407
NONMMUT048461.2,-305.3
NONMMUT048462.2,-275.8
NONMMUT048454.2,-147.4
NONMMUT115384.1,-120.5
NONMMUT048453.2,-272.2
NONMMUT048452.2,-455.4
NONMMUT048451.2,-525.5
NONMMUT048450.2,-626
NONMMUT048449.2,-164.4
NONMMUT048445.2,-305.9
NONMMUT048446.2,-236.8
NONMMUT048444.2,-492.5
NONMMUT048443.2,-358.3
NONMMUT048438.2,-680.2
NONMMUT048437.2,-1064.3
NONMMUT048434.2,-86.1
NONMMUT048435.2,-63.9
NONMMUT048436.2,-61.6
NONMMUT048433.2,-583.5
NONMMUT048432.2,-611.1
NONMMUT048431.2,-1005.07
NONMMUT048430.2,-951.2
NONMMUT048428.2,-279.2
NONMMUT048427.2,-362.6
NONMMUT048426.2,-607.7
NONMMUT048424.2,-305.3
NONMMUT048425.2,-131.9
NONMMUT117077.1,-247.7
NONMMUT117078.1,-167.6
NONMMUT048413.2,-615
NONMMUT048412.2,-1059.44
NONMMUT048408.2,-512.3
NONMMUT048406.2,-687.5
NONMMUT048405.2,-203.7
NONMMUT048404.2,-893.1
NONMMUT048403.2,-304.7
NONMMUT048397.2,-904
NONMMUT048391.2,-365.8
NONMMUT048386.2,-1309.3
NONMMUT048384.2,-316.7
NONMMUT048378.2,-815
NONMMUT048377.2,-883.7
NONMMUT048376.2,-1220.22
NONMMUT048374.2,-215.2
NONMMUT048372.2,-467.2
NONMMUT048371.2,-461.9
NONMMUT048370.2,-1239.6
NONMMUT048369.2,-738.4
NONMMUT048368.2,-1215.4
NONMMUT048367.2,-720.5
NONMMUT048360.2,-166.7
NONMMUT048359.2,-865.9
NONMMUT048358.2,-866.57
NONMMUT048356.2,-850.8
NONMMUT048355.2,-758.8
NONMMUT048333.2,-979.05
NONMMUT048332.2,-185.7
NONMMUT048330.2,-574.9
NONMMUT048329.2,-543.6
NONMMUT048328.2,-147.7
NONMMUT048326.2,-246
NONMMUT048325.2,-741.7
NONMMUT048324.2,-1157.3
NONMMUT048323.2,-658.9
NONMMUT048320.2,-533.3
NONMMUT048318.2,-867.9
NONMMUT048316.2,-660.2
NONMMUT048310.2,-742.2
NONMMUT048309.2,-364.1
NONMMUT048307.2,-478.7
NONMMUT048299.2,-643
NONMMUT048298.2,-677.6
NONMMUT048277.2,-659.31
NONMMUT048278.2,-69.7
NONMMUT048279.2,-209.7
NONMMUT115330.1,-146.3
NONMMUT048275.2,-831.4
NONMMUT048274.2,-504.6
NONMMUT048273.2,-653.8
NONMMUT117031.1,-64.7
NONMMUT048269.2,-695.7
NONMMUT048261.2,-253.6
NONMMUT048260.2,-449.6
NONMMUT048257.2,-1114.3
NONMMUT048253.2,-1281.1
NONMMUT048250.2,-354.2
NONMMUT048239.2,-736.98
NONMMUT048238.2,-305.3
NONMMUT048236.2,-958.3
NONMMUT048235.2,-407.6
NONMMUT048234.2,-1119.6
NONMMUT048231.2,-75.5
NONMMUT048232.2,-247.1
NONMMUT048233.2,-210.6
NONMMUT048230.2,-774.1
NONMMUT048228.2,-815.7
NONMMUT048229.2,-654.2
NONMMUT048227.2,-456.6
NONMMUT048226.2,-122.6
NONMMUT048225.2,-752.6
NONMMUT117018.1,-284.9
NONMMUT048224.2,-911.8
NONMMUT048223.2,-582.39
NONMMUT048222.2,-836.3
NONMMUT048220.2,-758.5
NONMMUT048217.2,-756
NONMMUT048206.2,-2210.09
NONMMUT048205.2,-369.6
NONMMUT048173.2,-337.9
NONMMUT048174.2,-308.6
NONMMUT048175.2,-92.9
NONMMUT048149.2,-148.02
NONMMUT048147.2,-674.7
NONMMUT048146.2,-68.8
NONMMUT048144.2,-762.5
NONMMUT048143.2,-331.9
NONMMUT048142.2,-477.2
NONMMUT048087.2,-1164.8
NONMMUT048085.2,-998.5
NONMMUT048083.2,-1161.4
NONMMUT048084.2,-237.8
NONMMUT048082.2,-539.8
NONMMUT048081.2,-1221.84
NONMMUT048080.2,-319.4
NONMMUT048075.2,-584.5
NONMMUT048077.2,-677.5
NONMMUT048078.2,-51
NONMMUT048079.2,-318.7
NONMMUT116943.1,-457.5
NONMMUT116944.1,-887.8
NONMMUT116945.1,-1864.9
NONMMUT116946.1,-4106.9
NONMMUT116947.1,-453.5
NONMMUT048074.2,-808.1
NONMMUT048048.2,-394.6
NONMMUT048022.2,-677.3
NONMMUT048021.2,-590.5
NONMMUT048019.2,-431.9
NONMMUT048014.2,-794.8
NONMMUT048013.2,-653.6
NONMMUT048012.2,-909
NONMMUT048007.2,-692.9
NONMMUT048005.2,-285.1
NONMMUT048006.2,-139.2
NONMMUT048004.2,-637.3
NONMMUT048003.2,-664.4
NONMMUT048001.2,-755.87
NONMMUT048000.2,-673.2
NONMMUT047999.2,-396.9
NONMMUT047998.2,-500.5
NONMMUT047993.2,-685.8
NONMMUT047992.2,-499
NONMMUT047991.2,-540.5
NONMMUT047989.2,-127.7
NONMMUT047988.2,-422.9
NONMMUT047990.2,-684.5
NONMMUT047984.2,-514.4
NONMMUT047983.2,-799
NONMMUT047981.2,-1182
NONMMUT047980.2,-314.4
NONMMUT047979.2,-734
NONMMUT148526.1,-853.3
NONMMUT047974.2,-424.9
NONMMUT047966.2,-784.8
NONMMUT047963.2,-645.2
NONMMUT047958.2,-566.3
NONMMUT047957.2,-652.9
NONMMUT047955.2,-585.1
NONMMUT047953.2,-111.1
NONMMUT047950.2,-467.6
NONMMUT047949.2,-826.2
NONMMUT047948.2,-1319.1
NONMMUT047945.2,-992.9
NONMMUT047944.2,-437.9
NONMMUT047942.2,-634.4
NONMMUT047941.2,-847.1
NONMMUT047940.2,-1068.9
NONMMUT047934.2,-234.2
NONMMUT047921.2,-95.1
NONMMUT116881.1,-132.6
NONMMUT047918.2,-279.2
NONMMUT047912.2,-422.6
NONMMUT047911.2,-961.94
NONMMUT047905.2,-336.5
NONMMUT047901.2,-710.3
NONMMUT047896.2,-386
NONMMUT047893.2,-103.3
NONMMUT047889.2,-820.8
NONMMUT047888.2,-793.3
NONMMUT047883.2,-847.7
NONMMUT047880.2,-538
NONMMUT047872.2,-618.5
NONMMUT047871.2,-355.1
NONMMUT047870.2,-739.9
NONMMUT047868.2,-522.4
NONMMUT047867.2,-845.6
NONMMUT047866.2,-226.3
NONMMUT047865.2,-246
NONMMUT047864.2,-674.2
NONMMUT116864.1,-676.5
NONMMUT047863.2,-1014.24
NONMMUT047859.2,-643.6
NONMMUT047860.2,-1185.8
NONMMUT047845.2,-535.2
NONMMUT115156.1,-194.2
NONMMUT115157.1,-370.4
NONMMUT047843.2,-282.4
NONMMUT116857.1,-189.74
NONMMUT047840.2,-677.5
NONMMUT047839.2,-607.4
NONMMUT047835.2,-922.8
NONMMUT047833.2,-376.7
NONMMUT047832.2,-105.2
NONMMUT047831.2,-951.6
NONMMUT047830.2,-586.7
NONMMUT047811.2,-783.8
NONMMUT047809.2,-847.3
NONMMUT047810.2,-864.4
NONMMUT115127.1,-172.9
NONMMUT047807.2,-342.67
NONMMUT047806.2,-763.1
NONMMUT047805.2,-345.57
NONMMUT047802.2,-518.5
NONMMUT047801.2,-455.3
NONMMUT047800.2,-329.5
NONMMUT047799.2,-540.1
NONMMUT047798.2,-248.1
NONMMUT047797.2,-533.6
NONMMUT047795.2,-505.6
NONMMUT047793.2,-708.85
NONMMUT047791.2,-979.47
NONMMUT047789.2,-64.5
NONMMUT047787.2,-587.1
NONMMUT047783.2,-827
NONMMUT047781.2,-485.6
NONMMUT047778.2,-1219.4
NONMMUT047777.2,-412
NONMMUT047776.2,-741.7
NONMMUT047775.2,-458.4
NONMMUT047774.2,-1498
NONMMUT047773.2,-357.6
NONMMUT047772.2,-270.2
NONMMUT047770.2,-302.4
NONMMUT047769.2,-454.1
NONMMUT047768.2,-497.8
NONMMUT047767.2,-745.1
NONMMUT047765.2,-688.3
NONMMUT047766.2,-460
NONMMUT047764.2,-86.2
NONMMUT047763.2,-786.77
NONMMUT047762.2,-495.8
NONMMUT047760.2,-307.6
NONMMUT047757.2,-146.5
NONMMUT047744.2,-970.8
NONMMUT047743.2,-743.32
NONMMUT047742.2,-74.3
NONMMUT047741.2,-847.3
NONMMUT047734.2,-664.4
NONMMUT047709.2,-997.3
NONMMUT047711.2,-1250.7
NONMMUT116833.1,-216.7
NONMMUT047696.2,-204.7
NONMMUT047697.2,-213.8
NONMMUT047698.2,-176.3
NONMMUT047699.2,-141.9
NONMMUT047700.2,-90.9
NONMMUT115091.1,-431.8
NONMMUT115092.1,-436.9
NONMMUT047695.2,-489.7
NONMMUT047694.2,-920.9
NONMMUT047689.2,-519
NONMMUT047686.2,-365.5
NONMMUT047685.2,-1544.6
NONMMUT047684.2,-540.8
NONMMUT047682.2,-297.3
NONMMUT116817.1,-260.3
NONMMUT116818.1,-751.1
NONMMUT116819.1,-923.8
NONMMUT047669.2,-521.6
NONMMUT047668.2,-624.6
NONMMUT047667.2,-636.7
NONMMUT047666.2,-235.5
NONMMUT047664.2,-1068.2
NONMMUT047663.2,-206.8
NONMMUT047662.2,-494.9
NONMMUT047661.2,-415.7
NONMMUT047660.2,-785.65
NONMMUT047659.2,-504.3
NONMMUT047633.2,-625
NONMMUT047623.2,-286.4
NONMMUT047619.2,-437.27
NONMMUT047617.2,-179
NONMMUT047616.2,-267.8
NONMMUT047615.2,-539.9
NONMMUT047610.2,-164.4
NONMMUT047604.2,-1392.4
NONMMUT047602.2,-1213.9
NONMMUT047601.2,-1481.5
NONMMUT047600.2,-193.9
NONMMUT116790.1,-308.7
NONMMUT047599.2,-388.8
NONMMUT047584.2,-781.61
NONMMUT047585.2,-224.4
NONMMUT047576.2,-556.7
NONMMUT047575.2,-115.5
NONMMUT047574.2,-720.4
NONMMUT047572.2,-919.2
NONMMUT047573.2,-545.6
NONMMUT047571.2,-404.6
NONMMUT047560.2,-364.1
NONMMUT047516.2,-876.3
NONMMUT047517.2,-112.5
NONMMUT047512.2,-956.59
NONMMUT047510.2,-586.8
NONMMUT047508.2,-364.2
NONMMUT047507.2,-833
NONMMUT047502.2,-607.8
NONMMUT047498.2,-848.37
NONMMUT047492.2,-365.5
NONMMUT047493.2,-165.5
NONMMUT047494.2,-280.9
NONMMUT116762.1,-451.3
NONMMUT116763.1,-245
NONMMUT116764.1,-272.3
NONMMUT116765.1,-240.2
NONMMUT116766.1,-215.6
NONMMUT116767.1,-119.3
NONMMUT116768.1,-437.7
NONMMUT116769.1,-363.5
NONMMUT116770.1,-127.3
NONMMUT047488.2,-109
NONMMUT047486.2,-336
NONMMUT047483.2,-440
NONMMUT047478.2,-401.7
NONMMUT047476.2,-171.5
NONMMUT047475.2,-549.2
NONMMUT047472.2,-943.6
NONMMUT047470.2,-584.24
NONMMUT047460.2,-272
NONMMUT047456.2,-153.2
NONMMUT115022.1,-333.3
NONMMUT047454.2,-1627.67
NONMMUT047455.2,-1634.7
NONMMUT047445.2,-927
NONMMUT047448.2,-860.3
NONMMUT047449.2,-815.1
NONMMUT047442.2,-246.5
NONMMUT047441.2,-821.24
NONMMUT047440.2,-627
NONMMUT047437.2,-407
NONMMUT116750.1,-410.7
NONMMUT047436.2,-856.2
NONMMUT047434.2,-560.7
NONMMUT047433.2,-327
NONMMUT047431.2,-95.3
NONMMUT047430.2,-812.3
NONMMUT047422.2,-392.9
NONMMUT116744.1,-570.4
NONMMUT047421.2,-724.4
NONMMUT047419.2,-870.7
NONMMUT047418.2,-455.9
NONMMUT047417.2,-448.5
NONMMUT047416.2,-751.5
NONMMUT047411.2,-264
NONMMUT047410.2,-570.3
NONMMUT047406.2,-50
NONMMUT115008.1,-57.1
NONMMUT047405.2,-594.3
NONMMUT047402.2,-772.7
NONMMUT047400.2,-172.6
NONMMUT047399.2,-610.3
NONMMUT047397.2,-782.7
NONMMUT047393.2,-353.4
NONMMUT047390.2,-925.32
NONMMUT047388.2,-329.2
NONMMUT047389.2,-587.8
NONMMUT047381.2,-708.2
NONMMUT047358.2,-1516.4
NONMMUT047352.2,-256.1
NONMMUT047349.2,-764.9
NONMMUT047336.2,-659.3
NONMMUT047335.2,-108.6
NONMMUT047334.2,-345
NONMMUT047333.2,-709.9
NONMMUT047332.2,-1110.6
NONMMUT047315.2,-1132.7
NONMMUT047312.2,-1069
NONMMUT047311.2,-564.2
NONMMUT047309.2,-348.6
NONMMUT047306.2,-142.6
NONMMUT047301.2,-406.9
NONMMUT047300.2,-1101.7
NONMMUT047299.2,-612
NONMMUT047298.2,-146.9
NONMMUT047291.2,-98.8
NONMMUT047292.2,-159.3
NONMMUT116707.1,-81.5
NONMMUT047282.2,-220.6
NONMMUT114974.1,-241.2
NONMMUT114975.1,-165.3
NONMMUT047281.2,-870.9
NONMMUT047279.2,-1014.4
NONMMUT047270.2,-843.07
NONMMUT047269.2,-78
NONMMUT116693.1,-57.9
NONMMUT047263.2,-59.1
NONMMUT047252.2,-1117
NONMMUT047248.2,-584.1
NONMMUT047249.2,-533.6
NONMMUT047250.2,-487.6
NONMMUT047251.2,-295.8
NONMMUT116685.1,-301.9
NONMMUT116686.1,-212.1
NONMMUT116687.1,-257.9
NONMMUT116688.1,-86.4
NONMMUT116689.1,-318.2
NONMMUT047244.2,-496.8
NONMMUT047240.2,-330
NONMMUT047239.2,-159.3
NONMMUT116676.1,-259.2
NONMMUT116680.1,-387.3
NONMMUT116681.1,-206.9
NONMMUT116682.1,-333
NONMMUT047238.2,-320.1
NONMMUT114953.1,-87.9
NONMMUT047237.2,-895.8
NONMMUT047235.2,-405.3
NONMMUT047215.2,-788.3
NONMMUT047214.2,-416.4
NONMMUT047207.2,-403.1
NONMMUT047198.2,-408.8
NONMMUT047197.2,-1157.14
NONMMUT047196.2,-526.6
NONMMUT047193.2,-282.5
NONMMUT116668.1,-3138.8
NONMMUT047191.2,-787.3
NONMMUT047180.2,-100.7
NONMMUT114929.1,-561
NONMMUT047176.2,-500.6
NONMMUT047177.2,-317.1
NONMMUT047167.2,-690
NONMMUT047164.2,-373.7
NONMMUT047165.2,-372.8
NONMMUT047162.2,-1088.5
NONMMUT047160.2,-594.2
NONMMUT114922.1,-579.2
NONMMUT047159.2,-478.9
NONMMUT047158.2,-294.8
NONMMUT047155.2,-210.1
NONMMUT114919.1,-80
NONMMUT047147.2,-992.8
NONMMUT047136.2,-710.4
NONMMUT047134.2,-879.6
NONMMUT047131.2,-883.6
NONMMUT047130.2,-1082.34
NONMMUT047127.2,-321.4
NONMMUT047123.2,-153
NONMMUT116606.1,-68.7
NONMMUT047107.2,-250.6
NONMMUT047106.2,-1577.6
NONMMUT047104.2,-216.4
NONMMUT047089.2,-492.7
NONMMUT047084.2,-1807.7
NONMMUT114904.1,-395.1
NONMMUT148019.1,-1582.2
NONMMUT148020.1,-1042.9
NONMMUT148021.1,-1103.3
NONMMUT047081.2,-840
NONMMUT047080.2,-1325.8
NONMMUT047072.2,-768.1
NONMMUT047073.2,-543.9
NONMMUT047071.2,-137.6
NONMMUT047069.2,-478.8
NONMMUT047067.2,-353.2
NONMMUT047066.2,-594.5
NONMMUT047065.2,-270.4
NONMMUT047064.2,-392.2
NONMMUT047063.2,-763
NONMMUT047062.2,-1097.9
NONMMUT047061.2,-285.7
NONMMUT047054.2,-933.1
NONMMUT148465.1,-789.9
NONMMUT047050.2,-1052.6
NONMMUT047045.2,-441.5
NONMMUT047044.2,-511.1
NONMMUT047043.2,-327.4
NONMMUT047042.2,-175.7
NONMMUT047035.2,-674
NONMMUT047033.2,-293.8
NONMMUT047031.2,-1676.6
NONMMUT114882.1,-106.3
NONMMUT114883.1,-1140.7
NONMMUT047028.2,-138.1
NONMMUT047022.2,-1058.3
NONMMUT047000.2,-71.9
NONMMUT046995.2,-1019
NONMMUT046994.2,-155.2
NONMMUT046975.2,-896.5
NONMMUT046966.2,-287.3
NONMMUT046967.2,-257
NONMMUT116580.1,-182.1
NONMMUT046962.2,-645.9
NONMMUT046959.2,-199.7
NONMMUT046948.2,-1339.4
NONMMUT046936.2,-151.9
NONMMUT046930.2,-352.9
NONMMUT046931.2,-304.8
NONMMUT046932.2,-342.2
NONMMUT046934.2,-112.9
NONMMUT116574.1,-553
NONMMUT116575.1,-265.1
NONMMUT046928.2,-858.3
NONMMUT046908.2,0
NONMMUT046909.2,0
NONMMUT046910.2,-287.43
NONMMUT046906.2,-583
NONMMUT046854.2,-272.7
NONMMUT116572.1,-260.7
NONMMUT046853.2,-768.6
NONMMUT046852.2,-1090.8
NONMMUT046843.2,-937
NONMMUT046840.2,-1505.8
NONMMUT046838.2,-381.2
NONMMUT046837.2,-777.1
NONMMUT046834.2,-625.6
NONMMUT046833.2,-691.1
NONMMUT046832.2,-377.8
NONMMUT046829.2,-384.4
NONMMUT114839.1,-1158.4
NONMMUT114840.1,-194.6
NONMMUT147988.1,-703.6
NONMMUT147989.1,-1797.1
NONMMUT147990.1,-791.8
NONMMUT046827.2,-1053.3
NONMMUT046822.2,-400.2
NONMMUT046815.2,-172.6
NONMMUT046816.2,-887.4
NONMMUT046814.2,-659.6
NONMMUT046813.2,-505.9
NONMMUT046811.2,-646.8
NONMMUT046810.2,-720.5
NONMMUT046807.2,-365
NONMMUT046805.2,-644
NONMMUT046803.2,-955.3
NONMMUT046798.2,-755.9
NONMMUT114835.1,-101.7
NONMMUT046794.2,-541.1
NONMMUT046792.2,-895.3
NONMMUT046782.2,-362.5
NONMMUT046778.2,-311.5
NONMMUT046779.2,-335.9
NONMMUT046780.2,-310.8
NONMMUT046769.2,-754.7
NONMMUT046770.2,-543.5
NONMMUT114825.1,-331.6
NONMMUT046767.2,-620.2
NONMMUT046763.2,-819.8
NONMMUT046750.2,-834.8
NONMMUT114820.1,-208.4
NONMMUT046743.2,-148.4
NONMMUT046731.2,-736.8
NONMMUT046725.2,-354.3
NONMMUT046722.2,-614.41
NONMMUT046721.2,-437.34
NONMMUT046720.2,-297.5
NONMMUT046719.2,-108.5
NONMMUT046717.2,-258.8
NONMMUT046715.2,-1229.3
NONMMUT046714.2,-318.2
NONMMUT046713.2,-1031.7
NONMMUT116536.1,-87.4
NONMMUT046702.2,-163.2
NONMMUT046703.2,-163
NONMMUT046704.2,-236.6
NONMMUT116530.1,-335.3
NONMMUT116531.1,-389.6
NONMMUT046701.2,-953
NONMMUT046700.2,-928.9
NONMMUT046699.2,-976.17
NONMMUT046697.2,-170
NONMMUT046695.2,-264.6
NONMMUT046689.2,-354
NONMMUT046687.2,-269.7
NONMMUT046686.2,-997.4
NONMMUT046684.2,-351.3
NONMMUT046676.2,-1027.4
NONMMUT046675.2,-605.2
NONMMUT046671.2,-782.3
NONMMUT046667.2,-47
NONMMUT046662.2,-916.4
NONMMUT046661.2,-365.8
NONMMUT046658.2,-1000.4
NONMMUT046656.2,-149.9
NONMMUT046657.2,-247.1
NONMMUT046660.2,-1094.5
NONMMUT046655.2,-323.1
NONMMUT046643.2,-932.9
NONMMUT046641.2,-536.1
NONMMUT046639.2,-187.4
NONMMUT114791.1,-485.3
NONMMUT046634.2,-70.5
NONMMUT114786.1,-250.3
NONMMUT046633.2,-726.6
NONMMUT046632.2,-580.4
NONMMUT046630.2,-892.8
NONMMUT046629.2,-130.3
NONMMUT046628.2,-387.3
NONMMUT046624.2,-522.3
NONMMUT046623.2,-533.5
NONMMUT114783.1,-185.5
NONMMUT046621.2,-396.4
NONMMUT046620.2,-428.6
NONMMUT046618.2,-695.7
NONMMUT046619.2,-326.6
NONMMUT046614.2,-730.8
NONMMUT046612.2,-780.9
NONMMUT046610.2,-1217.9
NONMMUT046607.2,-857.1
NONMMUT046604.2,-280.1
NONMMUT046599.2,-854.2
NONMMUT046593.2,-216.1
NONMMUT046588.2,-895.8
NONMMUT046587.2,-708.8
NONMMUT046584.2,-1160
NONMMUT046583.2,-568.1
NONMMUT046582.2,-955.3
NONMMUT046581.2,-152.8
NONMMUT046580.2,-378.1
NONMMUT046579.2,-934.2
NONMMUT046578.2,-829.7
NONMMUT046568.2,-309
NONMMUT046561.2,-497.4
NONMMUT046560.2,-787.1
NONMMUT046556.2,-509.4
NONMMUT046557.2,-470.9
NONMMUT046558.2,-118.9
NONMMUT046559.2,-298.2
NONMMUT046562.2,-243.9
NONMMUT116479.1,-183.3
NONMMUT116480.1,-156.3
NONMMUT116481.1,-289.2
NONMMUT116482.1,-230.2
NONMMUT116483.1,-969.1
NONMMUT116484.1,-422.5
NONMMUT116485.1,-131.1
NONMMUT046530.2,-496.3
NONMMUT046531.2,-213.37
NONMMUT046529.2,-456.5
NONMMUT046522.2,-238.3
NONMMUT046506.2,-873.9
NONMMUT046504.2,-1032.7
NONMMUT046502.2,-890.9
NONMMUT046503.2,-809.4
NONMMUT046500.2,-215.5
NONMMUT046501.2,-307.9
NONMMUT046498.2,-691.7
NONMMUT046493.2,-563.8
NONMMUT046492.2,-372.9
NONMMUT046491.2,-919.1
NONMMUT046485.2,-694.5
NONMMUT046486.2,-704
NONMMUT046487.2,-995.1
NONMMUT046489.2,-504.6
NONMMUT046477.2,-608.7
NONMMUT046468.2,-297.1
NONMMUT114740.1,-42.5
NONMMUT046467.2,-641.2
NONMMUT046464.2,-461.9
NONMMUT046462.2,-580.5
NONMMUT046459.2,-1025.3
NONMMUT046456.2,-386.1
NONMMUT046455.2,-965
NONMMUT116394.1,-246.9
NONMMUT046452.2,-157.7
NONMMUT046453.2,-210.6
NONMMUT046454.2,-211.3
NONMMUT046451.2,-275.2
NONMMUT116297.1,-236.6
NONMMUT046445.2,-121.5
NONMMUT046437.2,-246.5
NONMMUT046438.2,-320.2
NONMMUT046436.2,-141.1
NONMMUT046428.2,-297.3
NONMMUT114727.1,-276.2
NONMMUT114728.1,-58
NONMMUT046427.2,-155.5
NONMMUT046423.2,-242.32
NONMMUT046424.2,-721.3
NONMMUT046422.2,-930.9
NONMMUT046415.2,-698.5
NONMMUT046413.2,-704.34
NONMMUT046412.2,-470.4
NONMMUT046411.2,-427.1
NONMMUT046409.2,-760.2
NONMMUT046405.2,-833.9
NONMMUT046400.2,-676.2
NONMMUT046399.2,-637.7
NONMMUT046398.2,-758
NONMMUT046397.2,-630.2
NONMMUT046394.2,-296.4
NONMMUT046393.2,-462.8
NONMMUT046384.2,-652.5
NONMMUT046383.2,-586.2
NONMMUT046382.2,-1004.19
NONMMUT046381.2,-266.5
NONMMUT046380.2,-308.2
NONMMUT046379.2,-728.7
NONMMUT046378.2,-607.7
NONMMUT116271.1,-596.7
NONMMUT046376.2,-339.6
NONMMUT046375.2,-844.7
NONMMUT046373.2,-602.3
NONMMUT046374.2,-1159.7
NONMMUT046363.2,-1147.8
NONMMUT046362.2,-353.1
NONMMUT046361.2,-504
NONMMUT046358.2,-378.7
NONMMUT046359.2,-587.4
NONMMUT046357.2,-231.3
NONMMUT046356.2,-1237.3
NONMMUT046354.2,-642.5
NONMMUT046353.2,-1077.8
NONMMUT046351.2,-293
NONMMUT046349.2,-165.7
NONMMUT046348.2,-414.4
NONMMUT046336.2,-527.3
NONMMUT114705.1,-216.7
NONMMUT046335.2,-598.1
NONMMUT046333.2,-793.2
NONMMUT046332.2,-947.8
NONMMUT046330.2,-664
NONMMUT046329.2,-926.9
NONMMUT046325.2,-144.2
NONMMUT046326.2,-87.7
NONMMUT116245.1,-179.3
NONMMUT116246.1,-138.1
NONMMUT046307.2,-608.1
NONMMUT046304.2,-213.6
NONMMUT046297.2,-239.1
NONMMUT046293.2,-169.6
NONMMUT116225.1,-1111.6
NONMMUT116226.1,-619.3
NONMMUT116227.1,-420.3
NONMMUT046278.2,-817.8
NONMMUT046277.2,-662.9
NONMMUT046276.2,-289.3
NONMMUT046272.2,-219.8
NONMMUT046269.2,-265.2
NONMMUT116215.1,-284.5
NONMMUT046265.2,-240.7
NONMMUT046264.2,-197.2
NONMMUT046262.2,-1199.3
NONMMUT046263.2,-834.6
NONMMUT046261.2,-998.27
NONMMUT046259.2,-142.4
NONMMUT116212.1,-212
NONMMUT046245.2,-124.4
NONMMUT046246.2,-573.4
NONMMUT046243.2,-567.8
NONMMUT046238.2,-324.8
NONMMUT046237.2,-68.9
NONMMUT046233.2,-971.5
NONMMUT116195.1,-192.7
NONMMUT116196.1,-306.8
NONMMUT046232.2,-642.22
NONMMUT114655.1,-110.2
NONMMUT114656.1,-233.1
NONMMUT046220.2,-958.1
NONMMUT046219.2,-950.9
NONMMUT046215.2,-1185.8
NONMMUT046216.2,-94.2
NONMMUT114650.1,-202.4
NONMMUT114651.1,-160
NONMMUT114652.1,-460.4
NONMMUT046208.2,-111.9
NONMMUT046209.2,-124
NONMMUT046205.2,-870.5
NONMMUT046207.2,-785.8
NONMMUT046194.2,-547.2
NONMMUT046193.2,-186.9
NONMMUT046190.2,-872.6
NONMMUT046191.2,-595.51
NONMMUT046180.2,-857.2
NONMMUT046181.2,-1261.8
NONMMUT046182.2,-61.3
NONMMUT046183.2,-426.7
NONMMUT116188.1,-724.5
NONMMUT148414.1,-140.1
NONMMUT046178.2,-461.1
NONMMUT046169.2,-286.75
NONMMUT116175.1,-2934.67
NONMMUT116176.1,-84.2
NONMMUT046168.2,-137.3
NONMMUT046165.2,-398.3
NONMMUT046163.2,-583.1
NONMMUT046133.2,-1213.5
NONMMUT046132.2,-273
NONMMUT046131.2,-498.2
NONMMUT046128.2,-587.8
NONMMUT046127.2,-1203
NONMMUT046111.2,-427.7
NONMMUT046112.2,-584.89
NONMMUT116147.1,-267.3
NONMMUT116148.1,-286.3
NONMMUT116149.1,-383.9
NONMMUT116150.1,-539.49
NONMMUT116151.1,-638.89
NONMMUT046110.2,-587
NONMMUT046109.2,-709.2
NONMMUT046103.2,-433.9
