lncRNA,score
NONHSAG003579,0.283620357
RPI002_005491,0.283632749
AP000479.1,0.283642107
RP11-141A19.2,0.283654389
NONHSAG019629,0.283663552
NONHSAG008930,0.283665389
NONHSAG001750,0.283676321
RP3-520B18.1,0.283686783
RP11-14O19.2,0.283701039
POU2F2,0.283719688
RP3-455J7.3,0.283747328
RNASEH2B-AS1,0.283766072
AP001619.3,0.283766525
FAM8A4P,0.283785857
RP11-510J16.5,0.283797779
RP11-264C15.2,0.283830855
DIAPH3,0.283838495
RP11-138H8.7,0.28383955
CBWD6,0.283839615
RP11-162D16.2,0.283849814
PRSS51,0.283854018
NONHSAG005505,0.28385484
MESTP3,0.283855754
AC096570.1,0.283878798
RP11-23D24.2,0.283880737
RP13-262C2.3,0.28388297
RP11-182J1.10,0.28388297
RP11-258F22.2,0.283884408
RP11-75N4.2,0.2838932
CTD-2340D6.2,0.283912731
RP5-860P4.2,0.283916614
NONHSAG018902,0.283919392
NONHSAG052972,0.283932208
NONHSAG032112,0.283939354
SMYD4,0.283949633
RP11-546K22.1,0.283953435
NONHSAG037393,0.283956982
MIR146A,0.283971766
NONHSAG042603,0.283995234
NONHSAG042171,0.284003342
RP11-527J8.1,0.284016439
RP11-97N5.2,0.284021955
RP11-379I19.1,0.284022798
CTD-2583P5.1,0.284025996
RP11-308N19.1,0.284031082
RP11-308N19.4,0.284031082
RP3-486I3.7,0.284031499
RP11-153K16.2,0.284040356
RP11-680H20.1,0.284040727
RP11-565A3.1,0.284078409
NONHSAG029887,0.284083199
RP11-583F2.2,0.284096524
NONHSAG014985,0.284107626
RP11-172E10.1,0.284125289
RP4-541C22.5,0.28413735
CTB-91J4.3,0.284145342
RPI002_006477,0.28415396
RP11-452J21.2,0.284157582
RP11-690G19.4,0.284161095
RP11-479F13.1,0.284163572
CLEC9A,0.284171887
KLHDC9,0.284177015
RP11-847H18.3,0.284186279
RP11-553L6.2,0.284193266
CTD-3224I3.3,0.284202565
NONHSAG027777,0.284205364
RP1-155D22.1,0.284214772
RP11-815I22.1,0.284219936
NONHSAG039345,0.284222843
NONHSAG000643,0.284231179
RP11-545M17.1,0.284233212
HMGB1P23,0.28423443
MTND2P28,0.284236892
AC016912.3,0.284238943
NONHSAG030737,0.284262228
NONHSAG037586,0.284263626
NONHSAG020437,0.284264033
RP11-173B14.4,0.284282107
SDAD1P4,0.284294094
NONHSAG052751,0.28429758
ARHGAP5,0.284302646
AC073333.8,0.284304722
RP11-485M7.3,0.284321969
AP000997.1,0.284327336
NONHSAG037515,0.284334654
RP11-64K12.4,0.284338214
FNDC3CP,0.284340742
NONHSAG005041,0.284345989
ANKRD36BP1,0.284347607
RP11-106J23.2,0.284355105
RP5-1178H5.2,0.284375861
RP3-454G6.2,0.28438641
RP4-799G3.2,0.284394286
CHAT,0.284397294
RP11-445L13__B.3,0.284408565
RPI002_001781,0.284435834
RP11-262I2.2,0.284437519
RP11-831A10.1,0.284440515
RP11-16N2.1,0.284500848
CTC-349C3.1,0.284501544
NONHSAG051535,0.284507881
RP11-241F15.3,0.284517401
AP000330.8,0.284519455
CYP17A1-AS1,0.284524542
NONHSAG046853,0.284529109
NONHSAG055696,0.284533988
RP11-168E14.1,0.284545815
NONHSAG043520,0.284548342
NONHSAG039185,0.28455402
NONHSAG044258,0.284556832
CTB-70G10.1,0.284557695
EGFEM1P,0.284559379
NONHSAG023787,0.284563499
NONHSAG053059,0.284565873
RP1-261D10.2,0.28457143
SLC38A6,0.28457669
RP11-385M4.1,0.284580335
NONHSAG041476,0.284591073
USP32P1,0.284613788
NONHSAG048285,0.284619072
NRADDP,0.284640149
SPAG5-AS1,0.284642651
RP11-163M18.1,0.284648599
NONHSAG015242,0.284660411
AF131215.4,0.284661
TMEM44,0.284665502
RP11-80H8.4,0.284670125
SMIM11,0.284689497
RP11-89N17.3,0.284691743
RPI002_006352,0.284693165
NONHSAG042914,0.284707557
RP11-678P16.1,0.284709118
RP11-231G3.1,0.284733781
CTC-419K13.1,0.284741569
MTG1,0.284745646
RP11-231N3.1,0.28475688
AC114973.1,0.284782127
RP11-425M5.5,0.284788694
RP11-407G23.4,0.284790208
CTD-2185K10.1,0.284790719
NONHSAG001439,0.284820671
NONHSAG053424,0.284821245
RP11-265P11.2,0.284835548
RP11-265P11.1,0.284835548
SYP-AS1,0.284835646
NONHSAG048425,0.284840763
RP11-677O4.6,0.28484839
NSUN5P1,0.284851016
RP11-356J5.12,0.284857915
NONHSAG009629,0.284857915
RP11-276H7.3,0.284858291
RP11-675F6.3,0.284862461
RN7SL587P,0.284866913
RP11-380G5.2,0.284870993
RP11-402L1.12,0.284877497
CTD-2572N17.1,0.284879072
AC019117.1,0.284901714
RP11-973H7.3,0.284911661
NONHSAG000528,0.28491465
NONHSAG011539,0.284919658
RP11-769N22.1,0.284925181
AC003051.1,0.284933121
NONHSAG031523,0.284937044
NONHSAG014067,0.284946264
NONHSAG031195,0.28495671
RP11-659P15.2,0.284972435
NONHSAG039333,0.284977539
AC073628.1,0.284996623
NONHSAG046808,0.284996993
CLCN5,0.285005076
NONHSAG010216,0.285006872
NONHSAG008703,0.285012869
AC097724.3,0.285045763
FAM138D,0.285051524
NONHSAG055055,0.285054826
AC083799.1,0.285061203
RP11-1376P16.1,0.285075009
XXyac-YM21GA2.6,0.285075325
NONHSAG036517,0.285079723
HLA-J,0.285086486
RP4-704D23.1,0.28509808
NONHSAG000424,0.28509808
NONHSAG042805,0.285116707
NONHSAG039248,0.285129198
RP11-349A8.3,0.285129421
NONHSAG003262,0.28513357
NONHSAG014052,0.285139959
NONHSAG038696,0.285160774
CICP23,0.285160853
RP11-705O24.2,0.285161311
RP11-336K24.5,0.285162272
ENPP7P8,0.285166582
NONHSAG014208,0.285167366
NONHSAG008347,0.28517702
LINC00911,0.28518168
RP11-588L15.2,0.285190228
NONHSAG045077,0.285200689
NONHSAG034474,0.28520322
CST13P,0.285204861
RP11-450H6.3,0.28521308
RP11-96L7.2,0.285221018
NONHSAG055417,0.285221888
RP11-32F11.2,0.285230914
RP4-782G3.1,0.285231753
NONHSAG031450,0.285233695
NONHSAG014906,0.285233919
NONHSAG005196,0.285236479
TFP1,0.28523969
MIR2117,0.285244857
RP11-467I20.2,0.285256579
NONHSAG026808,0.285257768
RUNX2,0.285277391
RP11-1D12.2,0.285322622
NONHSAG016310,0.285366181
CTB-60B18.15,0.285367217
NONHSAG009727,0.285375099
RP1-272L16.1,0.285387206
RP11-492A10.1,0.285388839
AP000692.9,0.285418167
RP1-177I10.1,0.285423379
AL590763.5,0.285429472
NONHSAG037839,0.285431652
TARS2P1,0.285433307
RP11-417J1.3,0.285443955
NONHSAG010115,0.285462135
RPI002_002660,0.285462924
NIPA2P5,0.285468211
NONHSAG015960,0.285468922
NONHSAG048012,0.285498462
NONHSAG007406,0.285520176
LINC00299,0.285560139
CTC-441N14.2,0.285569445
RP11-299D14.2,0.285598924
AC009469.1,0.28561937
NONHSAG005919,0.285630853
RN7SL688P,0.285630987
NONHSAG033589,0.285636963
GS1-279B7.1,0.285660132
NONHSAG043850,0.285665495
MRPL37P1,0.285666004
RP11-445P17.5,0.285677426
NONHSAG035400,0.285681325
RN7SKP69,0.285692054
NONHSAG009432,0.285705187
IBTK,0.28571378
NONHSAG019515,0.285725043
CTC-487M23.5,0.285732437
MRPS21P3,0.285747955
NONHSAG029335,0.285786258
RP11-174I12.2,0.285788006
UBE2Q2P2,0.285793689
LINC00838,0.285803633
NONHSAG008146,0.285804917
RP11-486M3.2,0.28582084
NONHSAG034909,0.285832175
RP11-421L21.3,0.285832708
NONHSAG035751,0.285838229
AC097499.1,0.285843068
RP11-452H21.2,0.285874848
RP11-35O7.1,0.285886599
RP11-502M1.2,0.285906516
NONHSAG010442,0.285911447
CTD-2011F17.2,0.285914628
RP3-508I15.21,0.285914702
FAM134C,0.285930521
CTC-498M16.2,0.285936926
NONHSAG049775,0.285942295
NONHSAG046927,0.285945662
COL16A1,0.285949118
RP11-459F6.3,0.285958806
NONHSAG050826,0.285959764
CTB-113P19.1,0.286004174
SPARC,0.286004174
NONHSAG020469,0.28601912
RP11-415D17.3,0.286035642
SEC22C,0.28604059
NONHSAG035391,0.286043702
NONHSAG023396,0.286047892
RP11-365O16.1,0.286051911
ATF7IP,0.286058769
RP11-173L6.1,0.286065251
NONHSAG016460,0.286066079
RN7SKP107,0.286082344
AC067969.2,0.286104947
NONHSAG047330,0.286110911
NONHSAG051717,0.286113238
RP11-340I6.1,0.28611559
AC064875.2,0.286140106
NONHSAG017346,0.286165937
NONHSAG053232,0.286170342
CTD-3199J23.4,0.286193672
RPL21P122,0.286193764
NONHSAG015466,0.286207409
RPI002_004058,0.286207716
NONHSAG043024,0.286211901
THOC2,0.286212755
NONHSAG034372,0.286219201
NONHSAG054015,0.286224278
RP11-516J2.1,0.28622528
NONHSAG047547,0.286243818
AC004485.3,0.286252059
NONHSAG019881,0.286270093
RP11-509E16.1,0.286280572
RP4-537K23.4,0.286290024
NONHSAG025171,0.286297029
SORCS3-AS1,0.286306488
RP11-29H23.4,0.286325043
NONHSAG015827,0.286327739
RP11-488L1.1,0.286327835
NONHSAG036251,0.286342955
RP11-1C1.7,0.286343761
MATR3,0.286360403
NONHSAG035266,0.286370806
RP1-225E12.2,0.286373708
RP11-394O4.3,0.286381893
NONHSAG011802,0.286398894
NONHSAG026309,0.286400365
RP1-197B17.3,0.286406112
RP11-626G11.3,0.286408544
CCDC42B,0.286412242
AC011524.2,0.286414111
NONHSAG054092,0.286431975
RPI001_410878,0.286447833
NONHSAG054386,0.286453956
NONHSAG002638,0.286455237
RP11-181G12.2,0.286465206
KLF3P1,0.286477574
STAT3,0.286487485
NONHSAG039901,0.286507669
NONHSAG038894,0.286529835
AC006007.1,0.286534411
USP9YP3,0.28653951
LINC00339,0.286544327
KCTD17,0.28654762
RP11-214L19.1,0.28655668
NONHSAG036456,0.286557183
NONHSAG010724,0.286558474
RPL21P43,0.286562241
LINC00879,0.28657261
NONHSAG039561,0.286581452
NONHSAG015362,0.286634518
NONHSAG014035,0.286637325
AC016745.3,0.28664944
NONHSAG049798,0.286655377
NONHSAG053857,0.286655522
RP11-334E6.3,0.28666415
NONHSAG010572,0.286673293
NONHSAG054706,0.2867112
SLC39A12-AS1,0.286733394
IFT80,0.286736531
RP11-391M7.3,0.286747897
NONHSAG034442,0.286748367
NONHSAG006556,0.286756105
NONHSAG001825,0.286762003
NONHSAG030353,0.286764917
NONHSAG035316,0.286770455
RP11-504G3.4,0.286774976
NONHSAG038789,0.286780049
AC114808.2,0.286787994
RP5-836E8.1,0.286797541
NONHSAG049986,0.28680493
NONHSAG052109,0.286813815
CTB-78F1.1,0.286830682
NONHSAG054636,0.286841555
RPI002_005715,0.286851901
NONHSAG012607,0.286852152
HN1L,0.286853797
NONHSAG049947,0.286874191
RP1-166H4.2,0.286892325
RP11-480G7.1,0.286903417
CTD-2010I22.2,0.286906602
ENO2,0.286908723
LL22NC03-121E8.4,0.28692281
RP1-13D10.2,0.286923116
AC139712.4,0.286924299
AC098973.2,0.28692517
RP11-354B3.1,0.286936055
NONHSAG008564,0.2869382
NONHSAG044629,0.28694308
NONHSAG034521,0.286960421
RP11-794P6.1,0.286966992
CTD-2207A17.1,0.286970185
TTLL11-IT1,0.286973829
TTLL11,0.286973829
AC144525.1,0.286982481
LNX1-AS1,0.286991054
RP11-174M13.2,0.287027263
DDX11L10,0.287030339
RP11-344B23.2,0.287030393
NONHSAG056027,0.28703438
RP11-184I16.3,0.287034754
NONHSAG043209,0.287036571
RN7SL269P,0.287048966
RP11-159N11.3,0.287068216
CAR Intergenic 10,0.287083841
NONHSAG028411,0.287085604
RPI002_003283,0.287087597
RP11-171I2.3,0.287091679
NONHSAG040928,0.28709935
NONHSAG035809,0.287120882
RP1-135L22.1,0.287135491
NONHSAG006483,0.287138938
CTD-2310F14.1,0.287156253
NONHSAG009578,0.287165199
OFD1P11Y,0.287165425
RP11-536C10.16,0.287189095
NONHSAG002130,0.287190697
CTD-2589M5.4,0.287192678
NONHSAG027671,0.28719437
NONHSAG009015,0.287202145
C3orf14,0.287214638
RPI002_002304,0.287221609
DPH3,0.28725198
NONHSAG047399,0.287265191
NONHSAG055098,0.287270711
RP11-501O2.4,0.287274181
NONHSAG037788,0.287276046
RPI002_002179,0.287288498
RP11-161D15.3,0.287290749
NONHSAG020182,0.287299219
RP11-321M21.1,0.287300774
NONHSAG030203,0.287305846
RP11-214O1.3,0.287312302
NONHSAG000591,0.287313317
SUMO2P8,0.287314761
NONHSAG032073,0.287333671
NONHSAG000367,0.287361923
RP11-569A11.1,0.287374374
NONHSAG042267,0.287374512
SYT12,0.287375189
RP11-460N20.4,0.287387464
NONHSAG047591,0.287394719
RP11-562F9.2,0.287394894
NONHSAG025680,0.287412392
NONHSAG053082,0.287415337
RP11-665J16.1,0.287431494
RP11-184M15.1,0.287458113
NONHSAG022918,0.287484071
RP11-568J23.4,0.28749343
RP11-925D8.3,0.287504935
RP3-403A15.1,0.287531184
RP11-190D6.2,0.287547905
RP11-148O21.6,0.287548787
NONHSAG041227,0.287555089
NONHSAG040071,0.287555857
AC093484.4,0.287557952
SERBP1,0.287575511
AC009495.4,0.287581437
AC009495.3,0.287581437
PPARGC1A,0.287584034
NONHSAG051911,0.287585954
RP11-280H21.1,0.287591987
EMCN-IT3,0.287594752
AC016629.3,0.287602623
RP11-230G5.2,0.287613968
NMD3P1,0.287619742
MYEOV,0.287622877
CTD-3203P2.2,0.287636894
RPS17P1,0.287649548
RN7SKP76,0.287662097
NONHSAG012751,0.287662131
NONHSAG037521,0.287678102
NPM1P51,0.287681077
AL035610.2,0.287681324
NONHSAG045259,0.287681814
LINC00309,0.287725568
NONHSAG050983,0.287728386
RPI002_003849,0.287731863
RP11-303E16.5,0.287744769
G6PC3,0.287760685
TMEM141,0.287769237
LINC00907,0.287773007
RP11-358H18.2,0.287781616
NONHSAG034803,0.287792282
CHM,0.287805962
NPM1P37,0.28780627
NONHSAG015601,0.287823875
C1orf27,0.287825566
DAOA-AS1,0.287830212
NONHSAG034133,0.287841262
LINC00525,0.287854587
SIN3A,0.287865783
NONHSAG043248,0.287866194
ING3,0.287868118
NONHSAG034227,0.287875334
NONHSAG004752,0.287890123
NONHSAG006134,0.287940618
RP11-703I16.2,0.287953967
RP11-556N4.1,0.287958125
CTD-2582M21.1,0.287960817
CTC-471J1.2,0.287972155
RP11-526I8.2,0.287974579
LINC00644,0.287982529
NONHSAG004486,0.287988551
AC128709.4,0.287989633
AL163953.2,0.288018366
ATP5LP3,0.288020037
AC011294.3,0.28802674
RP11-611O2.2,0.288059889
CTD-2066L21.1,0.288060508
CEP164P1,0.288094152
NONHSAG048933,0.288096774
NONHSAG035997,0.288102608
NONHSAG052712,0.288105505
GS1-120K12.4,0.288123154
NONHSAG017690,0.288132865
CTA-747E2.10,0.288145363
RPI002_004636,0.288178369
NONHSAG036942,0.288180521
RP11-410K21.2,0.2882175
NONHSAG003057,0.288217769
AP000797.3,0.288220802
AP000797.4,0.288220802
AC006960.7,0.288226828
RP11-361I14.2,0.288231596
TMLHE-AS1,0.288232661
C11orf80,0.288242138
NONHSAG051106,0.288242394
RP11-454P21.1,0.288246519
C2CD3,0.288250975
CTD-2086O20.3,0.288258509
RP11-303E16.2,0.288261071
RP11-625H11.2,0.288262295
RP11-406H21.2,0.288264107
NONHSAG011571,0.288269047
RP1-249H1.4,0.288295039
ITGB1BP1,0.288308379
GLYCTK-AS1,0.288318092
CTD-2170G1.2,0.288318279
CICP8,0.288320945
RP11-896J10.3,0.288321099
NONHSAG017993,0.288331994
NICN1-AS1,0.288336051
PSMD6-AS2,0.288342968
NONHSAG020228,0.288343478
NONHSAG000109,0.288356189
BCL7B,0.288360773
RP4-677H15.4,0.28840077
RP11-265D17.2,0.288406137
RP4-678D15.1,0.288408107
NONHSAG043628,0.288413415
NONHSAG044711,0.288417564
RP1-121G13.2,0.288451976
RP11-410N8.1,0.288470931
RP4-601K24.1,0.288486698
RP11-60I3.4,0.288490715
NONHSAG018941,0.28849343
LINC00868,0.288502088
RP11-272L13.4,0.288512783
RP1-128M12.3,0.288514749
RP11-295B17.6,0.288516852
NONHSAG005848,0.288545223
RP11-712B9.4,0.288545499
NONHSAG040941,0.288563572
RP6-91H8.1,0.288567533
RP5-965F6.2,0.288569701
NONHSAG054534,0.288571468
NONHSAG037751,0.288586766
NONHSAG042705,0.288603668
RP11-278I4.2,0.288624502
RHOA-IT1,0.288651903
RP11-129M6.1,0.288653974
EMCN-IT2,0.288666528
RPI002_004663,0.288684257
NONHSAG010780,0.288685034
NONHSAG004769,0.28868547
AC007078.4,0.288690831
C14orf79,0.288692476
NONHSAG022513,0.288694055
KB-1608C10.2,0.288737731
RP11-322J23.1,0.288752698
NONHSAG056025,0.28875856
RP11-428G5.7,0.288761234
RP11-259P1.1,0.288762741
TLK1P1,0.288764732
NONHSAG044406,0.288771839
RP6-159A1.3,0.288773421
NONHSAG033260,0.288777717
RPI002_001467,0.288783251
NONHSAG029970,0.288786358
NONHSAG022392,0.288795889
CTA-929C8.8,0.288807403
RP11-523L20.2,0.288830705
RP11-789L4.1,0.288840215
NONHSAG026734,0.288842246
CTB-49A3.5,0.288842762
RP11-745A24.2,0.288855685
NONHSAG026039,0.288869672
NONHSAG031116,0.288877945
NONHSAG054016,0.288881667
NONHSAG026013,0.288883374
NONHSAG025933,0.288888534
RP11-335O4.3,0.288892414
NONHSAG037369,0.288912493
RP11-341G5.3,0.288920378
NPM1P31,0.288928023
NONHSAG051794,0.288932255
NONHSAG013111,0.288934441
RP11-463P17.1,0.288948325
RP11-463J10.4,0.28895609
RP11-23P13.4,0.288971592
PNPLA8,0.288973165
NONHSAG037509,0.288978549
NONHSAG020581,0.28897962
GMCL1,0.288984465
NONHSAG003178,0.288985643
NONHSAG037637,0.288990815
RPI002_002583,0.288991792
TMEM245,0.289000266
RP11-222A11.1,0.289023651
LINC00479,0.28902661
RP11-157P1.5,0.28903772
LAMTOR3P2,0.289038199
SOX2-OT,0.28904992
ARL2BPP4,0.289065854
RP11-10O22.1,0.289068421
RP11-588H23.3,0.289077517
RP11-74E22.5,0.289082286
RPI002_006223,0.289088324
NONHSAG047873,0.289127904
NONHSAG038229,0.289138876
NONHSAG014339,0.289148431
EFCAB1,0.28916194
RP1-125N5.2,0.289179426
NONHSAG011815,0.28918429
ZNF840,0.289199254
NONHSAG009069,0.289213009
RP11-168F9.2,0.289216923
LINC00593,0.289226025
RP11-359J14.3,0.289228316
CTC-264K15.6,0.289228733
NONHSAG038048,0.289233086
NONHSAG011563,0.289246559
CASKP1,0.28926407
RPI002_004199,0.2892804
AC106876.2,0.289289125
NONHSAG029721,0.289290833
RP11-456D7.1,0.289315199
NONHSAG036874,0.289329673
NONHSAG017612,0.289330956
RP11-962G15.1,0.289331328
RPS6KA5,0.289334524
RP11-65J3.6,0.289336615
NONHSAG054325,0.28933887
AC090044.1,0.289363679
NPPA-AS1,0.289366951
RP11-505C13.1,0.289369689
RP11-181D18.4,0.289384901
KB-318B8.7,0.289400128
NONHSAG019121,0.289415007
MCFD2,0.289415736
INF2,0.28941879
NONHSAG043948,0.289421922
RP11-218F4.1,0.289428778
RP11-435O5.7,0.289436522
RP11-433J20.2,0.289444235
EDN2,0.289451858
NONHSAG002602,0.289454342
NONHSAG034330,0.289458713
RP11-384C4.7,0.289466673
NONHSAG013801,0.289469169
RP11-493K23.4,0.289498522
CTA-125H2.2,0.289512462
NONHSAG035412,0.289515295
NONHSAG016423,0.289526493
ARHGAP26-AS1,0.289529677
C1orf186,0.289530592
RP11-316I3.2,0.289533848
ADCY10P1,0.289535533
NONHSAG018434,0.28953813
RP11-299L17.1,0.289550942
NONHSAG012054,0.289553441
RN7SL564P,0.289556788
AC037445.1,0.289558831
RP11-446F17.3,0.289558935
RN7SL239P,0.289560326
NONHSAG035452,0.289579837
SNORA59B,0.289607503
NONHSAG030801,0.289620051
NONHSAG043703,0.289626116
AC092933.4,0.28963605
NONHSAG041064,0.289658474
RP11-364C11.2,0.28965952
RP11-459D22.1,0.289660819
AC113331.9,0.289678923
LINC00924,0.289686469
LINC00698,0.289688
RP11-304M2.3,0.289688532
LINC00958,0.289689124
NONHSAG051846,0.289708031
RPI002_007825,0.289708587
NONHSAG022573,0.289723236
NONHSAG012263,0.289730982
RP11-475A13.2,0.289735932
RP11-458D21.2,0.289738928
RN7SKP294,0.289744041
NONHSAG032791,0.289753551
CTD-2176I21.2,0.289760497
RP11-114J13.1,0.289774522
RP11-512N21.3,0.289791784
RP3-352A20.1,0.289794148
NONHSAG009459,0.289809198
NONHSAG029871,0.289817714
ACSM3,0.289826562
CTD-2193G5.1,0.289835786
NONHSAG006929,0.289855873
NONHSAG025027,0.289856377
RP11-413G15.1,0.289873382
RP11-717D12.1,0.289876173
NONHSAG001632,0.289877953
ABCC13,0.289892953
NONHSAG047794,0.289897483
RP1-13D10.3,0.289902744
COL4A2,0.28990423
NONHSAG044319,0.289906108
RP11-803D5.4,0.289909823
AC004870.3,0.289920782
NONHSAG007323,0.289928552
RP1-37M3.8,0.28993237
NONHSAG034435,0.28993921
NONHSAG041205,0.28994277
NONHSAG029900,0.289943069
NONHSAG003296,0.289943756
NONHSAG053008,0.289950632
NONHSAG004916,0.289954937
NONHSAG017051,0.289958053
NONHSAG016003,0.289962087
NONHSAG045100,0.289964085
NONHSAG048851,0.289981242
CLRN1-AS1,0.289984874
NONHSAG048580,0.289992334
RP11-532N4.2,0.290021432
NONHSAG012954,0.290024592
RP11-104J23.1,0.290027685
NONHSAG036757,0.290031938
RP11-498C9.17,0.290045416
NONHSAG026920,0.290068119
CTD-2007H18.1,0.290076745
RN7SKP45,0.290102218
TUSC7,0.290105927
PCMTD1P3,0.290115571
CTA-407F11.6,0.290119582
AP000487.4,0.290122292
CTB-118N6.3,0.290135411
NONHSAG035734,0.290224606
AC011524.1,0.290227559
NONHSAG011061,0.290237446
PTCSC3,0.29024676
NONHSAG005230,0.290255411
NONHSAG007740,0.290272049
RP11-313I2.13,0.290275534
NONHSAG011643,0.290284606
RPI002_006515,0.290298771
RP11-464O2.2,0.290303565
AC093382.1,0.290311014
RP11-25L3.3,0.290311326
AC016710.1,0.290313415
RP11-110H1.9,0.290315951
NONHSAG007196,0.290318956
NONHSAG010874,0.290349816
RNF212,0.290357253
AC105461.1,0.290360092
RP11-829H16.3,0.290362472
RP11-284H18.1,0.290376627
CTD-2553L13.7,0.290394748
RP11-407A16.3,0.290397067
RP11-407A16.1,0.290397067
AC007879.4,0.290398502
NONHSAG006128,0.290407362
RP11-669M2.1,0.290421676
CTD-2560E9.3,0.290422655
STON1,0.29042928
NONHSAG015744,0.290433746
AC097713.4,0.290448534
NONHSAG003257,0.290457572
NONHSAG041520,0.290465433
NONHSAG018591,0.290488058
NONHSAG054797,0.290493759
AC105053.3,0.290505431
RP11-1060J15.7,0.290508897
AC005281.1,0.290510141
TAS2R2P,0.290510141
RP11-471B22.2,0.290519896
LINC00845,0.290526931
ADAM1B,0.290529963
RP13-507P19.2,0.290530267
RPEP4,0.290552189
NONHSAG023998,0.290558741
PHB2,0.290570915
LRRK2,0.290574386
NONHSAG013923,0.290574581
RP11-445J14.1,0.290576868
LINC00689,0.290607915
NONHSAG016347,0.29061487
RPI002_000441,0.290615316
RP11-661D19.1,0.290620462
ESRG,0.290631651
RP11-386I8.6,0.290643034
TYW3,0.290651503
AC105399.2,0.290654642
NONHSAG007551,0.290658823
RP11-307E17.8,0.290669021
TCEB1P22,0.29066982
AC136896.1,0.290670269
RP11-423O2.5,0.290671029
RP11-555J4.4,0.290677442
SLIT2-IT1,0.290679381
NONHSAG048305,0.290702016
RP11-257I14.1,0.290704926
PPP1R14BP5,0.290706404
NONHSAG043383,0.290707043
RP13-143G15.3,0.290716172
MSR1,0.290750171
AC006262.6,0.290750935
AP000695.6,0.290752318
ATP13A4,0.290753183
NONHSAG049201,0.29077611
RP4-553F4.6,0.290786293
NONHSAG017855,0.290788723
RP11-864G5.3,0.290790636
RPI002_001667,0.290799367
RPL30P4,0.29080166
RP11-160A10.2,0.290818496
NONHSAG030676,0.290839843
NONHSAG043667,0.290853202
RP11-47G4.2,0.290856754
NONHSAG017934,0.290869166
NONHSAG009885,0.290870749
NONHSAG005604,0.290875212
RN7SKP148,0.290875374
NONHSAG041498,0.290875781
RP1-41P2.7,0.290897684
NONHSAG013959,0.290899347
DDX3YP1,0.290903479
SIK3-IT1,0.290906027
NONHSAG044781,0.290914691
RP11-764K9.2,0.290930491
AC127904.2,0.290933539
RP13-1056D16.2,0.290952385
NONHSAG010014,0.290954538
NONHSAG014792,0.290956989
NONHSAG038862,0.290980328
DRAM2,0.290990951
AC023115.4,0.290991435
RP11-47P18.2,0.290998811
AC016717.1,0.291000197
RP11-647O20.1,0.29100293
RP11-747H7.1,0.291013775
RPI002_005602,0.291016486
NONHSAG013560,0.291017759
NONHSAG052961,0.291018097
RP11-445P17.8,0.2910222
NONHSAG043136,0.291040297
NONHSAG017271,0.291041477
RP11-531A21.4,0.291041609
AC002984.2,0.291044807
NONHSAG013167,0.291071367
TLK1,0.291072382
NONHSAG042685,0.291094925
NONHSAG004483,0.291100202
RP11-568G11.5,0.291100283
SLC46A3,0.291115617
RP11-300A12.2,0.291116156
NONHSAG017064,0.291125437
RP11-1084I9.2,0.29113089
NONHSAG054933,0.291131532
NONHSAG008471,0.29113483
JRKL-AS1,0.291139692
RP11-421F16.3,0.291144717
RP11-379K22.2,0.29114957
RP13-672B3.5,0.291152053
LHFPL3-AS1,0.291172029
NONHSAG040153,0.291172809
AL353898.2,0.291174334
RP11-490D19.6,0.291183556
NONHSAG015990,0.291189431
RP5-842K16.2,0.291191891
RP11-407A16.7,0.291204376
STPG2-AS1,0.291205423
NONHSAG012391,0.291220924
AP000959.2,0.291307793
RP11-73M18.8,0.291319297
NONHSAG007200,0.291364292
NONHSAG002592,0.29137121
NONHSAG023820,0.291372679
RP11-680F20.12,0.291385908
RBMS3-AS3,0.29139157
NONHSAG053624,0.291403091
NONHSAG004369,0.291403129
RP11-715J22.4,0.291413987
RP11-715J22.2,0.291415332
NONHSAG040577,0.291419689
AL109763.1,0.291419998
TNFRSF4,0.291422802
RP11-95M15.1,0.291429132
NONHSAG003822,0.291431821
RP11-562A8.4,0.291434241
AC079630.2,0.291435583
NONHSAG039869,0.291437115
CTC-436P18.3,0.291458935
RP5-855D21.3,0.291470653
NONHSAG036494,0.291481141
NONHSAG002538,0.29150755
AC107057.1,0.291520842
NONHSAG012319,0.291523645
NONHSAG053897,0.291571074
CTC-209H22.3,0.291582014
NONHSAG045245,0.291615046
SNRPEP2,0.291619672
AC096559.2,0.291627142
RP11-561C5.5,0.291639568
FTLP12,0.291640099
RP11-174G17.2,0.291642107
UBE2E2-AS1,0.291642907
RP11-51M18.1,0.291648748
RP11-345M22.1,0.291665576
RP3-425P12.1,0.291669931
RP11-343D24.2,0.291676139
NONHSAG006570,0.291678567
NONHSAG040312,0.291700423
AC104088.1,0.291703217
NONHSAG014276,0.291727485
RP11-1102P16.1,0.291737495
NONHSAG027339,0.291739549
RPI002_000993,0.291767567
AC008937.2,0.291768536
NFXL1,0.29177216
CTC-444N24.6,0.291780952
NONHSAG052048,0.29178593
RPI002_005736,0.291798356
RP11-128P17.1,0.291804626
NONHSAG010977,0.291816756
NONHSAG005154,0.291839223
RP11-553K8.5,0.291839961
RP11-110I1.5,0.291851083
NONHSAG027573,0.291867625
NONHSAG007690,0.291878452
RP11-73M7.1,0.291898214
RP11-125O18.1,0.291904416
LOXL1-AS1,0.291905785
EEF1A1P40,0.291919661
NONHSAG034739,0.291928328
RP11-98D18.9,0.291928837
