lncRNA,score,rank
NONMMUG031936,0.310884745,13657
NONMMUG035818,0.310881077,13658
NONMMUG030234,0.310876738,13659
NONMMUG036879,0.310872412,13660
NONMMUG037302,0.310864327,13661
NONMMUG009460,0.310862755,13662
linc1335,0.310860423,13663
NONMMUG014335,0.31082913,13664
NONMMUG044754,0.310827773,13665
NONMMUG033934,0.310807935,13666
NONMMUG011954,0.31080519,13667
NONMMUG035867,0.310796779,13668
NONMMUG033200,0.310783401,13669
4930505M18Rik,0.310775941,13670
Gm13634,0.310772115,13671
NONMMUG003019,0.310768061,13672
NONMMUG021896,0.310767643,13673
NONMMUG042311,0.310764299,13674
NONMMUG014898,0.310753038,13675
NONMMUG044201,0.310742497,13676
NONMMUG032223,0.310732042,13677
NONMMUG021537,0.310730519,13678
NONMMUG015332,0.310709488,13679
Gm14164,0.310700653,13680
NONMMUG016881,0.310684428,13681
NONMMUG015259,0.310683429,13682
4930556N08Rik,0.310659499,13683
NONMMUG040196,0.310644284,13684
NONMMUG041076,0.310624511,13685
NONMMUG032301,0.310595858,13686
NONMMUG042134,0.310591672,13687
NONMMUG026278,0.310590825,13688
NONMMUG034470,0.310588238,13689
AC137123.1,0.310564456,13690
NONMMUG033041,0.310562634,13691
NONMMUG018303,0.310561466,13692
NONMMUG042320,0.310555402,13693
NONMMUG027026,0.310551272,13694
Gm8093,0.310541507,13695
NONMMUG000801,0.310540122,13696
NONMMUG040440,0.310539256,13697
Gm12682,0.310539163,13698
NONMMUG015536,0.310516363,13699
NONMMUG016331,0.310496849,13700
NONMMUG026926,0.310487722,13701
4930597A21Rik,0.310479523,13702
RP23-404J7.2,0.310473574,13703
NONMMUG031204,0.310466654,13704
NONMMUG015284,0.310461945,13705
NONMMUG023180,0.310452473,13706
NONMMUG020371,0.310451402,13707
NONMMUG011785,0.310436292,13708
NONMMUG045294,0.310428501,13709
NONMMUG045212,0.310426474,13710
NONMMUG006769,0.310424201,13711
NONMMUG011654,0.31042035,13712
NONMMUG034848,0.310406043,13713
NONMMUG007699,0.310364936,13714
NONMMUG041833,0.310356374,13715
NONMMUG013727,0.310343435,13716
NONMMUG007208,0.310338718,13717
NONMMUG011332,0.310328276,13718
NONMMUG043104,0.310326535,13719
NONMMUG004838,0.310318224,13720
NONMMUG008410,0.31029632,13721
NONMMUG045361,0.310295539,13722
NONMMUG028224,0.31028461,13723
NONMMUG001310,0.310273865,13724
Gm16751,0.310272715,13725
NONMMUG040847,0.310268962,13726
NONMMUG011901,0.310256823,13727
NONMMUG009518,0.310237155,13728
NONMMUG028034,0.31021808,13729
NONMMUG031548,0.310216187,13730
NONMMUG022470,0.31021416,13731
Gm11646,0.31020926,13732
NONMMUG012213,0.310176004,13733
NONMMUG004491,0.310175825,13734
NONMMUG029908,0.310174444,13735
Gm15475,0.310173515,13736
NONMMUG000770,0.310173386,13737
NONMMUG037910,0.310172819,13738
NONMMUG024932,0.310164428,13739
NONMMUG000757,0.310161812,13740
NONMMUG016264,0.310157073,13741
NONMMUG017956,0.310155384,13742
NONMMUG017298,0.310143423,13743
NONMMUG027029,0.310142679,13744
NONMMUG037245,0.310140177,13745
NONMMUG032183,0.310136045,13746
NONMMUG045538,0.310133327,13747
NONMMUG000456,0.310131347,13748
NONMMUG016191,0.310107716,13749
NONMMUG002210,0.31010389,13750
NONMMUG008396,0.310085092,13751
NONMMUG010171,0.310071321,13752
Gm15537,0.310062164,13753
NONMMUG029143,0.310061789,13754
NONMMUG037565,0.310061277,13755
NONMMUG037453,0.310057491,13756
NONMMUG045809,0.310046223,13757
NONMMUG004933,0.310040558,13758
NONMMUG040260,0.310031119,13759
NONMMUG036287,0.310022729,13760
NONMMUG002037,0.310020319,13761
NONMMUG001026,0.310019997,13762
NONMMUG027736,0.310005878,13763
AC122863.1,0.30999808,13764
AC183097.1,0.309985117,13765
NONMMUG035386,0.309965919,13766
NONMMUG018888,0.309953397,13767
NONMMUG009767,0.309949502,13768
NONMMUG025735,0.309947013,13769
NONMMUG014982,0.309945205,13770
RPI002_013352,0.30993613,13771
NONMMUG045984,0.309925694,13772
NONMMUG039729,0.309921896,13773
NONMMUG013687,0.309918541,13774
NONMMUG021574,0.309917819,13775
NONMMUG012819,0.30991533,13776
NONMMUG014981,0.309905194,13777
NONMMUG034105,0.309891455,13778
Gm21816,0.309890877,13779
RPI002_012298,0.309887418,13780
NONMMUG006625,0.30985559,13781
RPI002_009658,0.309850236,13782
Gm20511,0.309840091,13783
NONMMUG028945,0.309817742,13784
NONMMUG026949,0.309805843,13785
NONMMUG000290,0.309798877,13786
RPI002_011734,0.3097815,13787
4930443B20Rik,0.309773675,13788
NONMMUG015973,0.30976159,13789
NONMMUG023354,0.309757212,13790
Gm15999,0.309743334,13791
NONMMUG025937,0.309737401,13792
NONMMUG011823,0.309737342,13793
NONMMUG000444,0.309722645,13794
NONMMUG033386,0.309709194,13795
NONMMUG023846,0.309703456,13796
NONMMUG003245,0.309688265,13797
NONMMUG021761,0.309677234,13798
NONMMUG045095,0.309664994,13799
NONMMUG037721,0.309663945,13800
NONMMUG022105,0.309661412,13801
NONMMUG027913,0.309658542,13802
NONMMUG040067,0.309652736,13803
RPI002_012411,0.309647389,13804
NONMMUG021105,0.309644311,13805
NONMMUG033188,0.309642037,13806
NONMMUG004721,0.309639607,13807
NONMMUG032713,0.309628211,13808
NONMMUG000005,0.309618211,13809
NONMMUG019829,0.309617538,13810
NONMMUG033383,0.309611586,13811
NONMMUG001502,0.309606582,13812
NONMMUG028007,0.309599505,13813
NONMMUG001495,0.309599009,13814
NONMMUG025049,0.309593009,13815
NONMMUG037919,0.309581275,13816
NONMMUG019720,0.309567421,13817
NONMMUG017539,0.309535071,13818
NONMMUG036255,0.309529004,13819
NONMMUG040175,0.309506932,13820
NONMMUG005831,0.309506431,13821
NONMMUG002685,0.309494753,13822
NONMMUG013057,0.30949116,13823
NONMMUG042332,0.309490686,13824
NONMMUG019316,0.309477844,13825
NONMMUG036460,0.309456139,13826
NONMMUG013346,0.309438105,13827
NONMMUG016321,0.309431823,13828
NONMMUG032764,0.309409636,13829
NONMMUG039831,0.309404302,13830
NONMMUG012498,0.309401555,13831
NONMMUG014679,0.309394295,13832
NONMMUG037133,0.309394148,13833
Gm16096,0.309389798,13834
NONMMUG019052,0.309387418,13835
NONMMUG034098,0.309384717,13836
NONMMUG003083,0.309383527,13837
RPI002_010885,0.309382739,13838
NONMMUG027573,0.309374956,13839
NONMMUG014343,0.309371962,13840
NONMMUG004467,0.30936451,13841
NONMMUG040738,0.309350959,13842
NONMMUG016509,0.309344503,13843
NONMMUG011888,0.309329681,13844
NONMMUG034928,0.309325689,13845
NONMMUG041050,0.309312242,13846
NONMMUG031876,0.309309227,13847
NONMMUG008799,0.309304399,13848
NONMMUG034631,0.30929926,13849
NONMMUG003918,0.309293004,13850
NONMMUG042035,0.30926075,13851
NONMMUG014690,0.309259417,13852
NONMMUG042263,0.309257036,13853
NONMMUG014730,0.309251733,13854
NONMMUG006325,0.309245418,13855
NONMMUG015411,0.309228952,13856
NONMMUG018705,0.309227488,13857
NONMMUG025418,0.309227081,13858
NONMMUG042072,0.309199085,13859
NONMMUG044753,0.309195816,13860
NONMMUG043468,0.309195322,13861
NONMMUG006181,0.309195017,13862
NONMMUG017823,0.30917988,13863
NONMMUG040748,0.309175605,13864
NONMMUG000060,0.309174275,13865
NONMMUG028724,0.309170303,13866
NONMMUG032736,0.309160654,13867
NONMMUG039553,0.309154675,13868
NONMMUG014466,0.30915441,13869
NONMMUG016154,0.309147865,13870
NONMMUG019462,0.309142881,13871
NONMMUG017495,0.309137651,13872
NONMMUG028087,0.30912876,13873
NONMMUG008068,0.309115096,13874
Gm3513,0.309108051,13875
NONMMUG034965,0.309100892,13876
NONMMUG036665,0.309089052,13877
NONMMUG044175,0.309079537,13878
NONMMUG035525,0.309077105,13879
NONMMUG025264,0.309077101,13880
NONMMUG040734,0.309076958,13881
NONMMUG006516,0.309069464,13882
NONMMUG019187,0.309066188,13883
NONMMUG014518,0.309060393,13884
NONMMUG010846,0.309013925,13885
NONMMUG044942,0.309012311,13886
NONMMUG001619,0.308996476,13887
NONMMUG034993,0.308994863,13888
NONMMUG009534,0.308990562,13889
NONMMUG014519,0.308989819,13890
Gm11193,0.308988575,13891
NONMMUG038851,0.308973493,13892
NONMMUG007275,0.30896935,13893
NONMMUG034015,0.308968608,13894
AC151836.1,0.308966644,13895
NONMMUG011566,0.308964894,13896
NONMMUG026974,0.308964615,13897
RPI002_010226,0.308962199,13898
NONMMUG004606,0.308960227,13899
NONMMUG028151,0.308956457,13900
NONMMUG001349,0.308946215,13901
NONMMUG003984,0.308945849,13902
NONMMUG036147,0.308935523,13903
NONMMUG015622,0.308935019,13904
NONMMUG031599,0.308927535,13905
NONMMUG016242,0.308916093,13906
NONMMUG013234,0.308891355,13907
NONMMUG031861,0.308884055,13908
NONMMUG033013,0.308867594,13909
NONMMUG022518,0.308850126,13910
RPI002_012871,0.30883523,13911
NONMMUG015295,0.308821519,13912
NONMMUG019881,0.308819976,13913
NONMMUG003409,0.308799365,13914
NONMMUG015702,0.308793968,13915
NONMMUG002842,0.308783345,13916
NONMMUG002569,0.308777582,13917
NONMMUG026910,0.308774982,13918
NONMMUG009780,0.308769289,13919
NONMMUG033268,0.308766811,13920
Lnp,0.308764466,13921
NONMMUG035209,0.308743489,13922
NONMMUG032419,0.308740962,13923
NONMMUG013884,0.30874016,13924
NONMMUG046260,0.308737745,13925
NONMMUG034192,0.308732975,13926
NONMMUG014497,0.308731122,13927
NONMMUG006727,0.30872976,13928
NONMMUG008840,0.308724408,13929
NONMMUG004386,0.308713263,13930
NONMMUG010018,0.308692751,13931
NONMMUG014218,0.308680798,13932
NONMMUG016149,0.308677058,13933
RPI002_010741,0.308675742,13934
NONMMUG044336,0.308672658,13935
AC121821.1,0.308670197,13936
4933401P06Rik,0.308667316,13937
NONMMUG040511,0.308656665,13938
NONMMUG024133,0.308648683,13939
NONMMUG034847,0.308635957,13940
Gm15823,0.308620617,13941
NONMMUG034235,0.308620469,13942
NONMMUG030201,0.308582604,13943
NONMMUG011908,0.308575154,13944
NONMMUG036653,0.308562395,13945
NONMMUG031357,0.30856148,13946
NONMMUG009521,0.308557058,13947
NONMMUG010856,0.308548421,13948
NONMMUG019851,0.308541664,13949
NONMMUG022823,0.308534631,13950
NONMMUG007587,0.308532981,13951
NONMMUG025423,0.308528079,13952
NONMMUG003056,0.308527105,13953
NONMMUG019475,0.308515237,13954
NONMMUG017524,0.308499537,13955
NONMMUG001165,0.308492594,13956
NONMMUG002995,0.308487993,13957
NONMMUG005308,0.308480577,13958
NONMMUG042247,0.308469284,13959
NONMMUG013304,0.308462157,13960
NONMMUG020948,0.30845744,13961
NONMMUG004339,0.308446534,13962
NONMMUG044038,0.308446271,13963
NONMMUG040420,0.308441284,13964
NONMMUG045802,0.308440726,13965
Gm15577,0.308412017,13966
NONMMUG023423,0.308404694,13967
NONMMUG023917,0.308397991,13968
NONMMUG018726,0.308380299,13969
NONMMUG009105,0.308366511,13970
NONMMUG011017,0.308359494,13971
NONMMUG016364,0.308354797,13972
NONMMUG003689,0.308353824,13973
NONMMUG041112,0.308351889,13974
NONMMUG007083,0.308326359,13975
NONMMUG020674,0.308317722,13976
NONMMUG012926,0.308302569,13977
NONMMUG019953,0.308282585,13978
NONMMUG024224,0.308275347,13979
NONMMUG035921,0.308272713,13980
RPI002_013812,0.308267097,13981
NONMMUG006251,0.308265672,13982
NONMMUG001789,0.308260297,13983
NONMMUG017927,0.308256552,13984
NONMMUG013567,0.308249106,13985
NONMMUG017596,0.308230038,13986
NONMMUG011221,0.308219964,13987
NONMMUG040261,0.308201053,13988
NONMMUG031058,0.308200783,13989
NONMMUG028137,0.308189063,13990
NONMMUG008338,0.308185928,13991
NONMMUG043643,0.30818328,13992
NONMMUG044553,0.308164762,13993
NONMMUG032649,0.308148747,13994
NONMMUG003078,0.308146231,13995
NONMMUG043741,0.308145261,13996
NONMMUG006469,0.308136477,13997
NONMMUG019181,0.308130176,13998
NONMMUG003458,0.308128335,13999
NONMMUG012714,0.308117246,14000
NONMMUG002335,0.308117094,14001
RPI002_012010,0.308103897,14002
RPI002_013853,0.308103042,14003
NONMMUG027864,0.308095362,14004
NONMMUG013006,0.308082492,14005
NONMMUG012928,0.308078963,14006
NONMMUG035987,0.308071319,14007
NONMMUG026988,0.30806407,14008
NONMMUG043459,0.308062827,14009
NONMMUG041344,0.308060479,14010
NONMMUG014465,0.308059608,14011
NONMMUG025514,0.308023353,14012
NONMMUG022534,0.30801974,14013
NONMMUG007150,0.308019269,14014
NONMMUG021682,0.30801582,14015
NONMMUG008993,0.308010786,14016
NONMMUG014020,0.307985845,14017
NONMMUG005472,0.307980539,14018
NONMMUG022441,0.307969997,14019
Gm15384,0.307962672,14020
NONMMUG044605,0.307958781,14021
NONMMUG037074,0.307955102,14022
NONMMUG038460,0.307950819,14023
NONMMUG024696,0.307947429,14024
NONMMUG002033,0.307937608,14025
NONMMUG023058,0.307923938,14026
NONMMUG019355,0.307909765,14027
AV039307,0.307859,14028
NONMMUG032156,0.307851792,14029
NONMMUG022002,0.307851057,14030
Gm14471,0.307842529,14031
NONMMUG008036,0.307835679,14032
NONMMUG045086,0.307830806,14033
NONMMUG016496,0.307828989,14034
NONMMUG023079,0.307828374,14035
NONMMUG033836,0.307827544,14036
NONMMUG004814,0.307812843,14037
NONMMUG023612,0.307804003,14038
NONMMUG009207,0.307791279,14039
NONMMUG036331,0.307789576,14040
NONMMUG011021,0.307789211,14041
NONMMUG042132,0.307769126,14042
NONMMUG041266,0.30776808,14043
Gm22275,0.307763676,14044
NONMMUG009919,0.307758023,14045
NONMMUG025324,0.307757562,14046
NONMMUG036356,0.307753826,14047
NONMMUG034721,0.307743077,14048
NONMMUG036197,0.307732241,14049
NONMMUG034457,0.307730053,14050
NONMMUG018662,0.307721619,14051
NONMMUG022114,0.307717358,14052
NONMMUG039207,0.307714849,14053
NONMMUG005511,0.307703662,14054
NONMMUG045912,0.307702562,14055
NONMMUG015651,0.307695615,14056
NONMMUG025263,0.307680313,14057
NONMMUG012793,0.307659694,14058
NONMMUG035187,0.307651982,14059
NONMMUG009147,0.307644439,14060
NONMMUG016967,0.307637304,14061
NONMMUG041022,0.307631416,14062
NONMMUG011448,0.307630807,14063
NONMMUG011445,0.30760362,14064
NONMMUG019767,0.307598916,14065
NONMMUG019485,0.307582591,14066
NONMMUG026828,0.30757748,14067
NONMMUG029103,0.307568852,14068
NONMMUG025589,0.307553584,14069
NONMMUG028848,0.307551965,14070
NONMMUG034978,0.307551801,14071
NONMMUG021912,0.307550427,14072
NONMMUG020758,0.30754153,14073
NONMMUG038396,0.307540335,14074
Gm14764,0.307521898,14075
NONMMUG035108,0.307520283,14076
NONMMUG001776,0.307480104,14077
AC132304.1,0.307477104,14078
NONMMUG014377,0.307466369,14079
NONMMUG043961,0.307459961,14080
NONMMUG016635,0.307450941,14081
NONMMUG001460,0.307446771,14082
NONMMUG010800,0.307424067,14083
Gm12042,0.307418725,14084
Gm13517,0.307417043,14085
NONMMUG040156,0.307410704,14086
NONMMUG027753,0.307409165,14087
NONMMUG026742,0.307388228,14088
Gm20389,0.307386935,14089
NONMMUG024960,0.307385795,14090
NONMMUG045599,0.307384828,14091
NONMMUG017112,0.307383604,14092
NONMMUG023026,0.307382887,14093
NONMMUG037685,0.307381468,14094
NONMMUG033067,0.307373758,14095
NONMMUG012541,0.307372718,14096
NONMMUG038517,0.30736701,14097
NONMMUG015807,0.307354236,14098
NONMMUG009711,0.307346763,14099
NONMMUG009800,0.307341372,14100
NONMMUG033065,0.30733919,14101
AI314831,0.307334374,14102
Gm15083,0.307328214,14103
NONMMUG020366,0.307328092,14104
NONMMUG045495,0.307311946,14105
NONMMUG001092,0.307302391,14106
NONMMUG023909,0.307280477,14107
NONMMUG028627,0.30728037,14108
RPI002_012299,0.307275439,14109
AC130841.1,0.307271749,14110
NONMMUG028946,0.30722202,14111
NONMMUG024440,0.307204184,14112
NONMMUG011470,0.307187115,14113
NONMMUG025159,0.307179984,14114
NONMMUG008225,0.307170738,14115
NONMMUG044013,0.307161119,14116
NONMMUG001926,0.307160481,14117
E130018N17Rik,0.307160305,14118
4931413K12Rik,0.307158445,14119
NONMMUG021039,0.307152485,14120
NONMMUG013722,0.307138169,14121
NONMMUG022298,0.307129831,14122
NONMMUG013105,0.30712926,14123
NONMMUG034725,0.307119558,14124
NONMMUG002379,0.307107889,14125
NONMMUG035864,0.307098978,14126
NONMMUG009823,0.307089521,14127
NONMMUG034944,0.307088138,14128
NONMMUG021683,0.307087762,14129
NONMMUG023003,0.307074791,14130
NONMMUG003259,0.307070609,14131
RPI002_009085,0.307061941,14132
NONMMUG011948,0.307061323,14133
NONMMUG002881,0.307045421,14134
NONMMUG021723,0.307044293,14135
5730437C11Rik,0.307037434,14136
NONMMUG030627,0.307030987,14137
NONMMUG029412,0.307026391,14138
NONMMUG011120,0.307010205,14139
NONMMUG016476,0.306997566,14140
AC170752.1,0.306981687,14141
NONMMUG019501,0.306976507,14142
NONMMUG003891,0.306975207,14143
RPI002_011817,0.306964143,14144
NONMMUG009322,0.306925923,14145
CT033785.1,0.306910683,14146
NONMMUG008305,0.306892769,14147
NONMMUG019135,0.306878257,14148
NONMMUG025939,0.306873307,14149
NONMMUG014197,0.306871839,14150
NONMMUG043002,0.306866926,14151
NONMMUG014996,0.306853726,14152
NONMMUG036581,0.306847701,14153
NONMMUG040919,0.306832139,14154
NONMMUG040659,0.306805655,14155
NONMMUG003712,0.306787931,14156
NONMMUG003861,0.30678719,14157
NONMMUG017958,0.30678621,14158
NONMMUG034850,0.306772132,14159
NONMMUG020392,0.306716714,14160
NONMMUG029598,0.306700519,14161
NONMMUG028590,0.30668217,14162
NONMMUG045892,0.306660947,14163
NONMMUG011910,0.306641028,14164
NONMMUG005194,0.306630672,14165
Gm13418,0.306625783,14166
NONMMUG040868,0.306621454,14167
NONMMUG012680,0.306610799,14168
NONMMUG015850,0.306578704,14169
NONMMUG010838,0.306576237,14170
NONMMUG038686,0.306569138,14171
NONMMUG012319,0.306560028,14172
NONMMUG029708,0.306556167,14173
NONMMUG029096,0.306550018,14174
NONMMUG040265,0.306546876,14175
Gm20684,0.306538233,14176
NONMMUG001915,0.306536204,14177
NONMMUG018689,0.306532449,14178
RPI002_013235,0.306526198,14179
NONMMUG038454,0.306515025,14180
NONMMUG026835,0.306508244,14181
NONMMUG028104,0.306504376,14182
Gm11802,0.306496414,14183
A230083N12Rik,0.306494615,14184
NONMMUG004165,0.306446131,14185
NONMMUG016482,0.306419845,14186
NONMMUG021318,0.306418522,14187
NONMMUG041098,0.306414648,14188
NONMMUG013192,0.306414598,14189
Gm13783,0.306411604,14190
NONMMUG022836,0.306411595,14191
Gm15956,0.306405612,14192
NONMMUG039474,0.306380415,14193
NONMMUG041985,0.306376785,14194
NONMMUG026469,0.306372113,14195
B230209K01Rik,0.306355257,14196
NONMMUG019852,0.306354149,14197
RPI002_007916,0.306352462,14198
NONMMUG027729,0.306345236,14199
Gm13754,0.306340891,14200
NONMMUG013401,0.306321761,14201
Gm4961,0.30631325,14202
NONMMUG005606,0.30630016,14203
NONMMUG001012,0.30629927,14204
NONMMUG004685,0.306298494,14205
NONMMUG013872,0.306296435,14206
NONMMUG034323,0.306249971,14207
NONMMUG039838,0.306229085,14208
NONMMUG029732,0.306215956,14209
NONMMUG032158,0.306189922,14210
Gm14290,0.306186954,14211
NONMMUG026668,0.306185728,14212
NONMMUG029745,0.306184343,14213
NONMMUG038693,0.306175738,14214
NONMMUG010875,0.306170257,14215
NONMMUG026826,0.306168224,14216
NONMMUG038374,0.306154387,14217
NONMMUG028660,0.306139216,14218
RPI002_013686,0.306138404,14219
NONMMUG017243,0.306133683,14220
NONMMUG020030,0.306126668,14221
NONMMUG025205,0.306117365,14222
NONMMUG043551,0.306109748,14223
NONMMUG030090,0.306101936,14224
NONMMUG042787,0.306100062,14225
NONMMUG042025,0.306098118,14226
Gm13710,0.306094351,14227
NONMMUG010157,0.306091114,14228
NONMMUG011030,0.306080972,14229
NONMMUG006311,0.306065836,14230
NONMMUG021950,0.306063536,14231
NONMMUG043279,0.306052745,14232
NONMMUG002841,0.306052215,14233
Gm11820,0.306036525,14234
NONMMUG016555,0.306028412,14235
NONMMUG020069,0.306014647,14236
NONMMUG044055,0.306009296,14237
CT010433.1,0.305983787,14238
NONMMUG028834,0.305981713,14239
NONMMUG020888,0.305976615,14240
Gm15963,0.30596786,14241
NONMMUG044692,0.305967551,14242
NONMMUG027804,0.305963628,14243
Gm11734,0.305934281,14244
RPI002_012319,0.305923314,14245
NONMMUG034687,0.305921417,14246
NONMMUG001039,0.305917626,14247
NONMMUG006955,0.305898967,14248
Gm12158,0.305872119,14249
NONMMUG026422,0.305866028,14250
NONMMUG030192,0.305865724,14251
NONMMUG012442,0.305834803,14252
RPI002_008003,0.305827962,14253
NONMMUG019679,0.305815248,14254
NONMMUG000180,0.305788064,14255
NONMMUG024694,0.305787024,14256
NONMMUG040171,0.305781105,14257
NONMMUG006066,0.305771122,14258
NONMMUG000647,0.305746126,14259
NONMMUG043988,0.305745622,14260
NONMMUG020994,0.305737648,14261
NONMMUG043178,0.30573634,14262
NONMMUG022920,0.305733835,14263
NONMMUG042888,0.30572385,14264
NONMMUG018350,0.305717768,14265
Gm20705,0.305707547,14266
NONMMUG002911,0.305703443,14267
NONMMUG017690,0.305677856,14268
Gm15179,0.305660693,14269
RPI002_012180,0.305659935,14270
RPI002_008092,0.305643064,14271
1600014C10Rik,0.305638781,14272
NONMMUG016837,0.305625823,14273
NONMMUG029403,0.305611327,14274
NONMMUG008940,0.305596834,14275
NONMMUG012180,0.305596148,14276
NONMMUG024190,0.30559538,14277
NONMMUG030029,0.305584715,14278
NONMMUG038065,0.305584469,14279
NONMMUG016479,0.305575983,14280
NONMMUG008906,0.305571057,14281
NONMMUG001681,0.305553288,14282
NONMMUG013339,0.305551645,14283
NONMMUG028144,0.305533602,14284
NONMMUG024189,0.305530527,14285
NONMMUG013465,0.305498771,14286
NONMMUG028676,0.305487651,14287
NONMMUG005232,0.305446136,14288
NONMMUG043932,0.305436914,14289
NONMMUG008850,0.305421608,14290
NONMMUG000816,0.305412336,14291
NONMMUG016895,0.30540792,14292
NONMMUG042438,0.305401929,14293
Gm15902,0.305390766,14294
1700012I11Rik,0.305390029,14295
NONMMUG005297,0.305390015,14296
Gm15323,0.305380887,14297
NONMMUG033289,0.305372957,14298
NONMMUG013416,0.305359933,14299
Gm16156,0.305346898,14300
NONMMUG001094,0.305340187,14301
NONMMUG013785,0.305322717,14302
NONMMUG001558,0.305319405,14303
NONMMUG012217,0.305312024,14304
NONMMUG013538,0.305303939,14305
NONMMUG007924,0.305291841,14306
NONMMUG011450,0.3052795,14307
NONMMUG016549,0.30527521,14308
NONMMUG042757,0.305252231,14309
NONMMUG014045,0.305235626,14310
NONMMUG019097,0.305231604,14311
NONMMUG039308,0.305229744,14312
NONMMUG029907,0.30521965,14313
NONMMUG040238,0.305219256,14314
NONMMUG025378,0.305217581,14315
NONMMUG042281,0.305209952,14316
NONMMUG013758,0.305205128,14317
NONMMUG027514,0.305196726,14318
NONMMUG025828,0.305196311,14319
NONMMUG027691,0.305190997,14320
RP24-267K12.1,0.305184548,14321
NONMMUG008011,0.305181057,14322
NONMMUG016884,0.305169655,14323
RPI002_013236,0.30515895,14324
NONMMUG029098,0.305158785,14325
NONMMUG034716,0.305140237,14326
AC132474.1,0.305125198,14327
NONMMUG018782,0.305105644,14328
NONMMUG009626,0.305089594,14329
NONMMUG040620,0.305036938,14330
NONMMUG010547,0.305025988,14331
NONMMUG026456,0.304989563,14332
NONMMUG017648,0.304988888,14333
NONMMUG038375,0.304985949,14334
NONMMUG040559,0.304971532,14335
NONMMUG020603,0.304959033,14336
NONMMUG011429,0.304930479,14337
NONMMUG020335,0.304927498,14338
NONMMUG008390,0.304926838,14339
NONMMUG020073,0.304926181,14340
NONMMUG035084,0.304923623,14341
NONMMUG005735,0.304915241,14342
NONMMUG034732,0.304912453,14343
NONMMUG014752,0.304894818,14344
NONMMUG009604,0.304882881,14345
Gm14004,0.30487713,14346
4930579G18Rik,0.304853413,14347
NONMMUG045729,0.304850468,14348
NONMMUG041485,0.304846569,14349
NONMMUG033232,0.304841245,14350
NONMMUG009536,0.304831334,14351
NONMMUG012591,0.304824962,14352
NONMMUG031868,0.304824502,14353
NONMMUG026791,0.30481539,14354
NONMMUG010263,0.304813968,14355
NONMMUG016894,0.304809668,14356
NONMMUG021710,0.304802858,14357
NONMMUG017136,0.304781568,14358
NONMMUG003227,0.304774695,14359
NONMMUG018673,0.304765735,14360
NONMMUG035370,0.304765056,14361
NONMMUG025174,0.304764836,14362
NONMMUG012614,0.304762927,14363
NONMMUG004110,0.304761731,14364
NONMMUG043759,0.304754128,14365
NONMMUG035066,0.304753444,14366
NONMMUG026362,0.304741294,14367
NONMMUG004990,0.304734248,14368
NONMMUG028686,0.304721141,14369
NONMMUG032408,0.304718476,14370
NONMMUG005891,0.304704589,14371
NONMMUG003983,0.30469881,14372
NONMMUG025959,0.304685491,14373
NONMMUG032409,0.304682512,14374
NONMMUG008392,0.304655098,14375
NONMMUG038801,0.304651419,14376
NONMMUG043085,0.304645083,14377
NONMMUG026022,0.304630638,14378
NONMMUG021107,0.304627715,14379
NONMMUG025949,0.304620732,14380
NONMMUG025037,0.304601944,14381
Gm15286,0.304599714,14382
NONMMUG011177,0.304596602,14383
NONMMUG016754,0.304593646,14384
NONMMUG029779,0.304592945,14385
NONMMUG033406,0.304573546,14386
Gm7580,0.304572895,14387
NONMMUG003382,0.304566495,14388
NONMMUG001378,0.3045571,14389
NONMMUG033084,0.304554241,14390
Gm16211,0.304549313,14391
NONMMUG036130,0.304546251,14392
Gm12407,0.304544006,14393
NONMMUG009277,0.304532009,14394
RPI002_009242,0.304530141,14395
NONMMUG019419,0.304522857,14396
NONMMUG016261,0.304514637,14397
NONMMUG041383,0.304509576,14398
NONMMUG010002,0.304506301,14399
NONMMUG032178,0.304497064,14400
NONMMUG029689,0.304486288,14401
NONMMUG008989,0.304484235,14402
NONMMUG011606,0.304475976,14403
NONMMUG024800,0.304474722,14404
NONMMUG039052,0.304474718,14405
Gm11986,0.304473609,14406
NONMMUG041994,0.304448531,14407
NONMMUG019320,0.304442601,14408
NONMMUG045667,0.304441385,14409
NONMMUG005710,0.304431788,14410
NONMMUG041563,0.304414129,14411
1700112J05Rik,0.304397072,14412
NONMMUG001248,0.30439295,14413
NONMMUG038906,0.304389866,14414
NONMMUG040437,0.304387659,14415
NONMMUG032265,0.304383966,14416
4930515B02Rik,0.304379802,14417
NONMMUG011072,0.304364512,14418
NONMMUG022860,0.304362616,14419
NONMMUG042407,0.304347696,14420
NONMMUG033733,0.304333134,14421
NONMMUG036439,0.304321975,14422
NONMMUG002212,0.304303206,14423
NONMMUG013208,0.304288001,14424
NONMMUG002729,0.304271717,14425
NONMMUG012863,0.304245645,14426
NONMMUG021439,0.304241359,14427
Gm14681,0.304237035,14428
NONMMUG033789,0.304234432,14429
NONMMUG020422,0.30422312,14430
NONMMUG023539,0.304221903,14431
NONMMUG035848,0.304203464,14432
NONMMUG028082,0.304201484,14433
Gm15352,0.304199925,14434
NONMMUG035527,0.304181592,14435
NONMMUG038516,0.304180369,14436
NONMMUG023239,0.304176263,14437
NONMMUG001585,0.304170023,14438
NONMMUG013185,0.304168071,14439
NONMMUG040007,0.304151579,14440
NONMMUG002800,0.304150262,14441
NONMMUG028643,0.304141093,14442
NONMMUG026142,0.304135149,14443
NONMMUG006562,0.304123856,14444
